aaa	工艺
pcm	2
pcn	客观性
pcp	客观实际
pcq	2
pcs	2
pct	客观条件
pcu	宻
pcv	2
pcw	2
pcy	宏观调控能力
pda	2
pdc	宏观
pdd	宏大
pde	宥
pdf	㝒
pdg	宽大政策
pdh	害
pdi	2
pdl	宏图
pdm	2
pdn	害怕
pdp	寄宿
pdq	豁然
pdr	割据
pds	密不可分
pdt	容不得
pdu	祸不单行
pdw	完成任务
pdy	割让
pea	农工
pec	2
ped	实力雄厚
pef	农场
peg	农事
pei	农学
pej	家用电器
pel	军用车辆
pem	2
pen	实用性
pep	宜宾
peq	补助金
per	实用技术
pes	农机
pet	农牧
peu	实用新型
pev	农奴
pew	农会
pey	实用主义
pfa	祸起萧墙
pfb	守卫
pfc	2
pfd	神志不清
pfe	冡
pff	实地考察
pfg	宗教政策
pfh	寘
pfi	守法
pfj	宗师
pfl	宗教团体
pfn	被动局面
pfo	2
pfp	实干家
pfq	冠
pfs	2
pft	宯
pfu	完善
pfw	宗教信仰
pfx	完毕
pfy	守望
pga	宝藏
pgb	写出
pgc	宝鸡
pgd	富有
pge	冢
pgf	㝉
pgg	定于
pgh	家具
pgi	军事演习
pgj	家电
pgk	家中
pgl	富国
pgm	室内
pgn	家属
pgo	宝库
pgp	富裕
pgq	室外
pgr	宣扬
pgs	定要
pgt	宇航
pgu	家门
pgv	宾至如归
pgw	家公
pgx	富强
pgy	定义
phc	2
phd	2
phf	官场
phg	寂静
phi	2
phj	2
phl	2
phm	寊
phn	逭
pho	2
phs	2
phw	官僚
phx	2
phy	官房
pia	2
pid	2
pif	宪法规定
pig	2
pih	2
pii	2
pil	2
pim	2
pin	2
pip	2
piq	2
piy	额满为止
pja	2
pjc	2
pje	2
pjf	2
pjg	寓于
pjl	2
pjm	䴁
pjo	宴席
pjp	审视
pjq	2
pjr	寓所
pjs	审核
pju	审美
pjw	定量分析
pjy	审议
pka	2
pkb	2
pkc	2
pkh	2
pki	2
pkk	实践中
pkl	2
pkq	察哈尔右翼前旗
pkr	宝贵的经验
pks	宲
pkt	初中生
pku	宝贵资源
pkw	2
pky	家喻户晓
pla	军工
plb	军队
plc	2
pld	军威
ple	军服
plg	军事
plh	农转非
pli	农田灌溉
plj	军师
plk	军史
pll	军车
plm	2
pln	军转民
plp	军容
plq	2
pls	军校
plt	祖国和平统一
plu	军阀
plv	寠
plw	军令
plx	军费
ply	军旅
pma	2
pmb	2
pmc	2
pmd	寷
pme	2
pmf	穿山越岭
pmh	2
pmi	2
pmm	2
pmn	2
pmo	2
pmp	2
pmr	2
pms	2
pmt	2
pmu	2
pmw	2
pmx	2
pmy	2
pna	突尼斯
pnd	密布
pne	蜜月
pnf	密云
png	富民政策
pnh	寤
pni	2
pnj	农民日报
pnk	2
pnl	寍
pnn	突发性
pnp	家属宿舍
pnq	农民负担
pns	密林
pnt	密
pnu	密闭
pnw	密集
pnx	密级
pny	密谋
poa	灾荒
pob	穿凿附会
poc	家庭矛盾
pod	家庭成员
pof	家庭教师
pog	农业政策
poi	2
poj	安度晚年
pok	2
pol	农业国
pom	家庭财产
pon	灾情
poo	2
pop	实业家
por	农业投入
pos	农业机械化
pot	农业生产
pou	冞
pov	㝩
pow	农业贷款
pox	家庭经营
poy	军火商
ppa	空军基地
ppb	宾客盈门
ppd	之三
ppe	农家肥料
ppf	之声
ppg	之下
pph	祖祖辈辈
ppj	2
ppk	之路
ppn	礼宾司
ppo	密密麻麻
ppp	冠军赛
ppq	之久
ppr	之势
pps	之极
ppt	安安稳稳
ppu	之间
ppw	被害人
ppy	富裕户
pqa	2
pqb	
pqc	2
pqd	额尔古纳
pqe	2
pqg	瓭
pqh	2
pqi	沊
pqj	2
pqk	寃
pql	2
pqo	2
pqp	冤案
pqq	额外负担
pqr	2
pqs	豁免权
pqt	2
pqu	安危冷暖
pqv	宛如
pqw	䧵
pqx	穿针引线
pqy	㝌
pre	2
prf	空白支票
prg	寒气逼人
prh	空白点
pri	神气活现
prj	2
prk	2
prm	2
prn	实质性
pro	2
prp	实打实
prs	穷凶极恶
prt	安排生产
pru	官兵关系
prv	2
prw	2
prx	冟
pry	寄希望于
psb	2
psc	2
psd	宁愿
pse	2
psf	宁城
psg	农村政策
psi	宁海
psk	2
psl	㿾
psm	2
pso	2
psq	穿梭外交
pss	审查核准
pst	宁德
psv	神机妙算
psx	宁乡
pta	农牧区
ptb	实行了
ptc	牢骚
ptd	客厅
pte	客服
ptf	客运
ptg	字处理
pth	㝰
pti	安徽省
ptk	客
ptl	牢固
ptm	2
ptn	实行改革
pto	额度
ptp	客家
ptq	神秘色彩
ptr	宪兵
pts	客票
ptt	客舱
ptu	军备竞赛
ptv	2
ptw	被告人
ptx	2
pty	被称为
pua	初期
pub	裤子
puc	裰
pud	褥
pue	实力
puf	宰
pug	裱
puh	补
pui	初学
puj	褐
puk	实践
pul	被困
pum	衲
pun	裾
puo	褛
pup	初审
puq	褐色
pur	褫
pus	襻
put	衽
puu	裥
puv	裙
puw	袱
pux	初级
puy	衤
pva	安葬
pvb	安阳
pvc	2
pvd	頞
pve	2
pvf	安南
pvg	安平
pvi	安溪
pvj	2
pvl	安国
pvm	2
pvn	安慰
pvo	安庆
pvp	安宁
pvq	安危
pvr	安丘
pvs	安检
pvt	安乐
pvu	案头
pvv	2
pvw	案件
pvy	安详
pwa	空
pwb	冗
pwc	社会矛盾
pwd	宿
pwe	社会力量
pwf	罕
pwg	窀
pwh	宏伟目标
pwi	社会治安综合治理
pwj	容易
pwk	窜
pwl	穷国
pwm	罕见
pwn	社会发展
pwo	窲
pwp	空军
pwq	穸
pwr	窳
pws	安全可靠
pwt	窄
pwu	㓁
pwv	窘
pww	窬
pwx	窈
pwy	社会主义
pxa	2
pxb	宆
pxd	2
pxe	2
pxf	2
pxg	㼠
pxj	2
pxk	补给品
pxl	2
pxm	2
pxn	2
pxo	2
pxq	2
pxs	2
pxt	守纪律
pxv	2
pxw	家乡人
pxx	2
pya	社区
pyb	审议了
pyc	审议通过
pyd	祓
pye	祝贺
pyf	㝘
pyg	祆
pyh	祉
pyi	礼堂
pyj	视野
pyk	祸
pyl	视图
pym	视同
pyn	冖
pyo	神庙
pyp	祝福
pyq	祧
pyr	㝑
pys	祸根
pyt	福利
pyu	禅
pyv	福建
pyw	礼仪
pyx	实施细则
pyy	宀
qaa	鉽
qab	名落孙山
qad	错落有致
qaf	错过
qag	钱其琛
qah	舛
qai	銾
qaj	错
qak	错鄂
qal	鑖
qam	鉔
qan	铽
qap	错案
qaq	多劳多得
qar	链式反应
qas	2
qat	匈牙利
qau	钄
qav	鍣
qaw	错位
qay	鈛
qba	夕阳工业
qbc	鋷
qbd	迎面
qbe	2
qbf	负隅顽抗
qbg	釨
qbh	卬
qbj	狼子野心
qbk	乌孜别克
qbl	盌
qbm	㠾
qbn	夗
qbo	2
qbp	迎宾
qbr	怨气
qbt	争取和平
qbu	迎着
qbv	妴
qbw	迎合
qbx	2
qby	钉子户
qcc	鎟
qce	銿
qcg	色素
qch	2
qci	色泽
qcj	2
qcm	2
qcn	针对性
qcp	2
qcs	2
qcv	2
qcw	鋑
qcy	色调
qda	䤻
qdb	危险
qdc	危难
qdd	锲而不舍
qde	鋹
qdf	铤而走险
qdg	鉐
qdh	钚
qdi	鱼龙混杂
qdj	匎
qdk	2
qdl	2
qdm	名不见经传
qdn	铁石心肠
qdo	2
qdp	名存实亡
qdq	铸铁
qdr	然后
qds	急不可耐
qdt	铸造
qdu	镢
qdv	2
qdw	犹太人
qdy	釱
qea	解散
qeb	触及
qed	触礁
qee	角膜
qef	锊
qeg	鈅
qeh	解
qei	解渴
qej	触电
qem	2
qep	多办实事
qeq	触角
qer	鎐
qet	釛
qeu	解闷
qev	鋖
qew	多边合作
qex	2
qey	解说
qfa	鐼
qfc	鈘
qfd	镇压
qfe	2
qff	急起直追
qfg	猛增到
qfh	㚈
qfi	銢
qfj	2
qfk	名震中外
qfl	鑟
qfn	鋕
qfp	镇宁
qfq	钱包
qfs	2
qft	铐
qfu	针头
qfv	2
qfw	外地人
qfx	针织
qga	鲽
qgb	印
qgc	鳋
qgd	鲅
qge	匍
qgf	鲮
qgg	鲆
qgh	钲
qgi	金碧辉煌
qgj	鲤
qgk	匐
qgl	鲢
qgm	鳢
qgn	鲺
qgo	鳙
qgp	独到之处
qgq	印象
qgr	留下的
qgs	金融机构
qgt	稣
qgu	鳝
qgv	鲻
qgw	鲶
qgx	铺张
qgy	鲂
qha	外区
qhb	钻孔
qhc	外观
qhd	钻研
qhe	外力
qhf	钻井
qhg	䤠
qhh	钁
qhi	外流
qhj	外景
qhk	外号
qhl	外界
qhn	外层
qho	2
qhp	饱眼福
qhq	外销
qhr	钻探
qhs	外相
qht	外科
qhu	外资
qhv	2
qhw	外人
qhx	外线
qhy	钋
qib	名誉院士
qic	2
qie	销毁
qif	名誉教授
qig	逃到
qih	覜
qii	金沙江
qij	留学归国人员
qik	逃跑
qim	销赃
qin	逃避
qio	2
qip	迩
qiq	逃逸
qir	多少年来
qis	名誉权
qit	留学生
qiu	淾
qiw	留学人员
qix	2
qiy	名誉主席
qjb	，
qje	2
qjf	贸易赤字
qjg	锝
qjh	鉮
qjj	亀
qjk	﹚
qjl	鎾
qjn	贸易壁垒
qjo	2
qjp	迿
qjq	铿锵
qjt	触景生情
qju	贸易总额
qjv	2
qjw	贸易保护主义
qjx	䥪
qjy	贸易谈判
qka	名著
qkb	免职
qkc	2
qkd	勉励
qke	劬
qkf	铁路运输
qkg	名列
qkh	钟
qki	名酒
qkk	锷
qkm	铞
qkn	免收
qko	㗮
qkp	名家
qkq	免
qkr	斪
qks	钟楼
qkt	名称
qku	名单
qkv	2
qkw	名优
qkx	勉强
qky	名义
qla	2
qlb	2
qld	锢
qle	2
qlf	锣鼓
qlg	犯罪事实
qli	狂轰滥炸
qll	包围圈
qlm	2
qln	錷
qlo	2
qlp	犯罪案件
qlq	镯
qlr	外国势力
qls	2
qlt	犯罪行为
qlu	2
qlw	犯罪分子
qly	外国语
qma	錪
qmc	2
qmd	负面
qme	镚
qmf	负起
qmg	铜
qmh	2
qmi	钢水
qmm	銏
qmn	鐹
qmp	2
qmq	钢锭
qmr	负担
qms	钢板
qmt	钢管
qmw	负债
qmx	2
qna	馍
qnb	饵
qnc	馂
qnd	饭碗
qne	馊
qnf	饽
qng	䦀
qnh	镅
qni	饱满
qnj	刨
qnk	饮品
qnl	乌黑
qnm	馈赠
qnn	钆
qno	饭店
qnp	包袱
qnq	饱
qnr	饩
qns	包机
qnt	饿
qnu	馐
qnv	饶恕
qnw	馀
qny	鈊
qoa	鏣
qob	魥
qoc	魣
qod	爒
qoe	鰀
qof	魭
qog	鑆
qoh	鮎
qoi	灳
qoj	鯣
qok	鱓
qol	鮂
qom	鮋
qon	印度尼西亚
qoo	鑅
qop	镂空
qoq	鏻
qor	鮊
qos	鯂
qot	魞
qou	镰
qov	镛
qow	魜
qox	鮄
qoy	銤
qpa	鑳
qpb	鳏寡孤独
qpc	2
qpd	名额有限
qpf	鋎
qpg	镓
qpi	2
qpj	2
qpk	2
qpm	2
qpn	鑏
qpq	多灾多难
qpr	金字招牌
qpt	逃之夭夭
qpu	2
qpv	铁案如山
qpw	镩
qpx	独家经营
qpy	鎺
qqa	金花
qqb	金子
qqc	铯
qqd	多达
qqe	多彩
qqf	多元
qqg	镥
qqi	铫
qqj	金星
qqk	金川
qqm	金刚
qqn	金属
qqo	金库
qqp	金额
qqq	鑫
qqr	多年
qqs	多样
qqt	多种
qqu	钧
qqv	多好
qqw	多个
qqx	勉勉强强
qqy	釸
qrb	胷
qrc	猴年马月
qrd	忽而
qre	甮
qrf	负担过重
qrg	多年来
qrh	釽
qri	铢
qrj	曶
qrk	铁器
qrl	铁轨
qrm	铁岭
qrn	匆忙
qro	2
qrp	铁窗
qrq	匆匆
qrr	鑕
qrs	锦西
qrt	乌拉特前旗
qru	银质奖
qrv	2
qrw	铁人
qrx	锦纶
qry	锦旗
qsa	䥮
qsc	2
qsd	争权夺利
qse	2
qsg	独树一帜
qsk	鎶
qsm	2
qso	䥔
qsp	留校察看
qsq	2
qsr	鑻
qst	2
qsu	2
qsv	2
qsw	多极化
qsx	2
qsy	锡林郭勒盟
qta	猫
qtb	猛
qtc	猱
qtd	犹
qte	猊
qtf	锤
qtg	狭
qth	独具
qti	狭小
qtj	狮
qtk	狷
qtl	猬
qtm	狈
qtn	勹
qto	锹
qtp	狩
qtq	狍
qtr	锇
qts	猜想
qtt	獯
qtu	獐
qtv	卿
qtw	猞
qtx	狴
qty	鉌
qua	外资项目
qub	镜子
qud	锩
que	鎆
quf	钭
qug	鉝
quh	2
qui	乌兰浩特
quj	锏
quk	锫
qul	独立国
qun	独立性
qup	独立富强
quq	多姿多彩
qus	包装材料
qut	独立自主
quu	解决问题
quv	鎌
quw	外资企业
qux	独立经营
qva	急切
qvb	争取
qvc	匓
qvd	迎刃而解
qve	急用
qvf	急需
qvg	键
qvh	皱
qvi	争当
qvk	银川
qvl	银团
qvm	鎻
qvn	釚
qvo	2
qvr	争气
qvs	银根
qvt	釖
qvu	银奖
qvv	儿媳妇
qvw	多媒体
qvy	争议
qwb	2
qwc	鈠
qwd	锻压
qwf	欠款
qwg	镎
qwh	鎀
qwi	鉩
qwj	狂风暴雨
qwk	孵化器
qwn	独创性
qwo	饮食业
qwp	铅字
qwq	多伦多
qwr	急人所急
qws	銝
qwt	铅笔
qwu	销售部
qwv	鵭
qww	欠佳
qwx	饱食终日
qwy	釟
qxb	2
qxc	2
qxd	2
qxe	2
qxf	鏆
qxg	䤸
qxh	鈟
qxi	锦绣河山
qxj	鉘
qxk	针织品
qxl	2
qxm	乌纱帽
qxn	2
qxo	2
qxp	2
qxr	2
qxx	钢丝绳
qya	鸟语花香
qyc	锍
qyd	多方面
qye	留用
qyf	久远
qyg	外交政策
qyh	鸟瞰
qyi	勺
qyj	留影
qyk	镐
qyl	岛国
qym	岛屿
qyn	岛
qyo	鸟类
qyp	外交官
qyq	贸然
qyr	外商投资
qys	2
qyt	卵
qyu	镝
qyv	贸
qyw	钪
qyx	留给
qyy	留言
raa	后勤工作
rab	找出
rad	制药厂
rae	撕毁
raf	迫切需要
rag	找到
rah	挋
rai	缺医少药
raj	摸
rak	掝
ral	披荆斩棘
ram	拒贿
ran	拣
rao	手工业
rap	描写
raq	捞钱
rar	手工操作
ras	描述
rat	搭乘
rau	反其道而行之
rav	找寻
raw	拱
rax	描绘
ray	措施
rba	插队落户
rbb	提出了
rbc	摄
rbe	2
rbf	报考
rbg	报表
rbh	㧄
rbi	扬子江
rbj	提出申请
rbk	凶器
rbl	报界
rbn	报以
rbo	报业
rbp	报案
rbq	报名
rbr	摄制
rbs	摘取桂冠
rbt	报告
rbu	报关
rbv	2
rbw	摄像
rby	报效
rca	反攻
rcb	瓜子
rcc	搡
rcd	反而
rce	㨢
rcf	反对者
rcg	反击
rch	反战
rci	反对党
rcj	瓜果
rck	反响
rcl	反思
rcn	皅
rco	瓜类
rcp	反之
rcq	返销
rcr	把手
rcs	返校
rct	反复
rcu	把关
rcv	2
rcw	择优
rcx	杀鸡给猴看
rcy	払
rda	扩大共识
rdb	扩大了
rdc	郄
rdd	扑面而来
rde	希腊
rdf	拜
rdg	撼
rdh	看不上眼
rdi	拔尖
rdj	掩映
rdk	看不顺眼
rdl	抚古思今
rdm	颀
rdn	拓展
rdo	推而广之
rdp	拓宽
rdq	挎包
rdr	所有制
rds	所有权
rdt	扩大生产
rdu	㚖
rdv	技压群雄
rdw	揍
rdx	抛砖引玉
rdy	希望
rea	揑
reb	拉肚子
rec	接受能力
red	捧腹大笑
ree	热腾腾
ref	搜索
reg	抈
reh	搜
rei	披肝沥胆
rek	拁
rel	搜罗
rem	2
ren	2
reo	授精
rep	拥军
req	援外
rer	拥护
res	搜查
ret	劧
reu	授奖
rev	援建
rew	摆脱贫困
rex	拉脱维亚
rfa	技艺
rfb	揭示了
rfc	技能
rfd	拔地而起
rfe	扶助
rff	挂
rfg	看起来
rfh	遁
rfi	反动派
rfj	擀
rfk	撷
rfl	接二连三
rfm	拷贝
rfn	技改
rfo	指示灯
rfp	按规定
rfq	挂钩
rfr	抗干扰
rfs	扶植
rft	年增长
rfu	年过半百
rfv	持刀
rfw	撵
rfx	质疑
rfy	持证
rga	后勤
rgb	卮
rgc	后台
rgd	掭
rge	捕
rgf	后者
rgg	后来
rgh	拉开战幕
rgi	热烈掌声
rgj	搬弄是非
rgk	捂
rgl	白天黑夜
rgm	拉开帷幕
rgn	后悔
rgo	拉开序幕
rgp	皇家
rgq	打击犯罪
rgr	后盾
rgs	拉开档次
rgt	后备
rgu	抨
rgv	后退
rgw	后代
rgx	后继
rgy	皇帝
rha	摅
rhb	排除
rhc	看台
rhd	年成
rhe	掯
rhf	年
rhg	看到
rhh	年龄
rhi	排污
rhj	年鉴
rhk	年中
rhl	年轮
rhm	看见
rhn	看书
rho	年度
rhp	看完
rhq	排印
rhr	看看
rhs	看样
rht	看待
rhu	年产
rhv	㨗
rhw	年会
rhx	年终
rhy	爬
ria	㦵
rib	热泪盈眶
ric	2
rid	抄袭
rie	推波助澜
rif	扮演者
rig	拘泥于
rii	泉水
rij	排水量
rik	振兴中华
rim	2
rio	2
rip	撑
riq	2
rir	搅拌
ris	反法西斯
rit	搅乱
riu	撑着
riv	抄录
riw	挡住
rix	鼄
riy	搞活市场
rja	㩧
rjb	提出
rjc	2
rjd	热电厂
rje	擝
rjf	捍
rjg	抇
rjh	抻
rji	提法
rjj	提早
rjl	揾
rjm	2
rjn	担忧
rjp	按时完成
rjq	担负
rjr	抓紧抓好
rjs	质量标准
rjt	批量生产
rju	提问
rjv	2
rjw	担任
rjx	提纯
rjy	提交
rka	操劳
rkb	扣除
rkd	接踵而至
rke	捐
rkf	损坏
rkg	失足青少年
rkh	拦路虎
rki	2
rkj	︶
rkk	捛
rkl	2
rkm	捐赠
rkn	扣发
rko	2
rkp	操守
rkq	鬼哭狼嚎
rkr	扣押
rks	拐棍
rkt	捐躯
rku	后遗症
rkv	2
rkw	损伤
rkx	操练
rky	拐弯
rla	2
rld	舞厅
rle	年轻力壮
rlf	畠
rlg	掴
rlh	捙
rll	攌
rlm	2
rln	扭转局面
rlo	2
rlp	摙
rlq	擉
rlr	摆手
rlu	舞姿
rlw	年轻化
rlx	捆绑
rma	缸
rmb	抽出
rmc	2
rmd	制成
rme	制服
rmf	制动
rmg	制表
rmh	帛
rmi	缺水
rmj	㓡
rmk	制品
rml	㩄
rmm	罁
rmn	皑
rmo	抽烟
rmp	抽空
rmq	缼
rmr	缺损
rms	抽样
rmt	缺乏
rmu	罐头
rmv	2
rmw	制作
rmx	罆
rmy	制剂
rna	搌
rnb	掘
rnc	所能
rnd	氪
rne	氮肥
rnf	拨款
rng	挧
rnh	据此
rni	气流
rnj	氲
rnk	擗
rnl	指导思想
rnm	所见
rnn	癿
rno	气度
rnp	撰写
rnq	排忧解难
rnr	扬
rns	气概
rnt	氡
rnu	㣻
rnv	拟建
rnw	抉
rnx	拨给
rny	抋
roa	扩散
rod	执迷不悟
roe	2
rof	失业者
roi	2
rol	2
rom	反腐败
ron	制度改革
roo	白炽灯
rop	搪塞
roq	撛
ros	攠
rot	㨩
rou	扩音
rov	搪
row	失业保险
rox	反应强烈
roy	失业率
rpa	迫切
rpb	探险
rpc	2
rpd	廹
rpe	按月
rpf	探索
rpg	近来
rph	据初步统计
rpi	挖潜
rpj	近日
rpk	探路
rpm	看守内阁
rpn	持之以恒
rpp	迫害
rpq	按键
rpr	控制
rps	打字机
rpt	控告
rpu	拒之门外
rpv	探寻
rpw	探
rpy	探望
rqa	朱镕基
rqb	皃
rqc	魁
rqd	抵达
rqe	魅力
rqf	挑起
rqg	撸
rqh	挑战
rqi	欣赏
rqj	据外电报道
rqk	拘
rql	抽象思维
rqm	气急败坏
rqn	兜
rqq	抱怨
rqr	抑制
rqs	的哥
rqt	抵御
rqu	抱歉
rqv	挥金如土
rqw	换代
rqy	捣
rra	抓获
rrb	打扫卫生
rrc	皈
rrd	白面
rre	折腾
rrf	掀起
rrg	㿟
rrh	抙
rri	白酒
rrj	抓紧
rrk	踅
rrl	手推车
rrn	白昼
rro	拼搏精神
rrp	扎扎实实
rrq	魄
rrr	拍摄
rrs	拍板
rrt	控制系统
rru	据报道
rrv	年年如此
rrw	扫描仪
rrx	白费
rry	誓
rsa	打工
rsb	技术职称
rsc	技术难关
rsd	技术研究
rse	技术力量
rsf	技术支持
rsg	打开
rsh	技术上
rsi	打法
rsj	揸
rsk	技术员
rsl	刹车
rsm	打败
rsn	技术发展
rso	打断
rsp	打字
rsq	打包
rsr	技术推广
rss	技术档案
rst	打入
rsu	技术咨询
rsv	打杂
rsw	技术创新
rsx	手榴弹
rsy	技术交流
rta	手工
rtb	播出
rtc	白条鸡
rtd	挢
rte	手脚
rtf	挺
rtg	手表
rth	擤
rti	年利润
rtj	托里
rtk	手足
rtl	插图
rtm	看得见
rtn	扬长避短
rto	揪
rtp	搬家
rtr	手指
rts	手机
rtt	
rtu	白血病
rtv	捼
rtw	招待会
rtx	反复强调
rty	敀
rua	拉萨
rub	批准了
ruc	年产能力
rud	掷
rue	拉力
ruf	投资者
rug	拌
ruh	手疾眼快
rui	投资渠道
ruj	揞
ruk	接口
rul	接轨
rum	接见
run	接收
ruo	接应
rup	提前完成
ruq	投资银行
rur	拼搏
rus	拉丁
rut	接待
ruu	拉美
ruv	搛
ruw	拼命
rux	接线
ruy	投资商
rva	热切
rvb	扫除
rvc	揤
rvd	势如破竹
rve	热爱
rvf	招远
rvg	热烈
rvi	热潮
rvj	执照
rvk	招呼
rvm	热贴
rvn	扏
rvo	热度
rvp	热裤
rvq	抛锚
rvr	热气
rvt	捃
rvu	热闹
rvw	抛售
rvx	招引
rvy	热
rwa	失落
rwb	推出
rwc	操作台
rwd	ァ
rwe	反作用
rwf	推动
rwg	拴
rwh	失眠
rwi	扮演
rwj	失明
rwk	失踪
rwl	反侵略战争
rwm	推崇
rwn	指令性计划
rwo	失业
rwp	失窃
rwq	扎伊尔
rwr	近几年来
rws	投标
rwt	操作系统
rwu	投资
rwv	掰
rww	投保
rwx	あ
rwy	推
rxa	旣
rxb	指出
rxc	兵强马壮
rxd	提纲挈领
rxe	白细胞
rxf	指示
rxg	指责
rxi	批注
rxj	拂
rxk	摾
rxl	白纸黑字
rxn	指导
rxq	指名
rxr	指控
rxs	操纵杆
rxt	批复
rxu	批准
rxw	按比例
rxx	揩
rxy	据统计
rya	提高工作效率
ryb	撤出
ryc	㧤
ryd	掠夺
rye	挔
ryf	抗震
ryg	护理
ryh	制高点
ryi	抗洪
ryj	抗日
ryk	掠
ryl	撤回
rym	2
ryn	掮
ryo	2
ryp	抗灾
ryq	抗争
ryr	提高质量
rys	据调查
ryt	㧍
ryu	抗病
ryv	撤退
ryw	掖
ryx	搐
ryy	投放市场
saa	模式
sab	棋子
sac	概莫能外
sad	椹
sae	橵
saf	杢
sag	框
sah	枒
sai	松花江
saj	横竖
sak	横跨
sal	西欧国家
sam	横幅
san	枻
sao	核工业
sap	横穿
saq	杠铃
sar	模拟
sas	模样
sat	横向
sav	櫹
saw	株式会社
sax	本世纪末
say	㭶
sba	本职工作
sbb	极限
sbc	棷
sbd	极大
sbe	极力
sbf	极坏
sbg	栮
sbh	䢶
sbi	㮀
sbk	2
sbn	㭯
sbp	2
sbq	2
sbr	可耻的下场
sbt	相联系
sbu	极差
sbw	杰出代表
sbx	2
sby	极为
sca	相对落后
scb	橘子
scc	槡
scd	相对而言
sce	权力
scf	柽
scg	相对来说
sch	2
sci	2
scj	2
sck	检验员
scm	2
scn	懋
sco	2
scp	2
scs	树林
sct	树种
scu	权益
scv	2
scw	可能会
scx	2
scy	杈
sda	配套工程
sdb	杯子
sdc	柭
sdd	㰁
sde	栯
sdf	可耕地
sdg	柘
sdh	楔
sdj	要不是
sdl	2
sdm	顶峰
sdn	配套改革
sdq	要不然
sdr	配套技术
sds	极有可能
sdt	要不得
sdu	橛
sdv	2
sdw	椿
sdx	顶级
sdy	杕
sea	檓
seb	棴
sec	2
sed	2
see	栛
sef	㭩
seg	枂
seh	㯒
sel	2
sem	2
sen	2
seo	2
seq	棿
ser	榣
ses	棌
set	朸
seu	㮳
sey	2
sfa	桂花
sfb	村子
sfc	枟
sfd	票友
sff	垔
sfg	甄
sfh	植
sfi	标
sfj	标明
sfk	核武器
sfl	机动车
sfn	村民
sfo	村庄
sfp	桂冠
sfq	飘逸
sfr	标兵
sfs	桂林
sft	栲
sfu	标准
sfw	植保
sfx	杜绝
sfy	标识
sga	醛
sgb	相互了解
sgc	桎
sgd	酉
sge	本月
sgf	酝
sgg	酾
sgh	西
sgi	西湖
sgj	梗
sgk	酲
sgl	配置
sgm	柄
sgn	朽
sgo	桠
sgp	西安
sgq	杌
sgr	本报
sgs	酝酿
sgt	酶
sgu	枰
sgv	桱
sgw	醮
sgx	酵母
sgy	醇
sha	榩
shb	相隔
shc	相通
shd	相左
she	相貌
shf	相干
shg	杫
shh	欔
shi	想法
shj	相遇
shk	禁止吸烟
shl	可卡因
shm	相同
shn	栌
shp	相视
shq	核战争
shr	相近
shs	想要
sht	相处
shu	相差
shv	2
shw	相似
shx	相继
shy	相识
sia	枯水期
sib	2
sif	飘洋过海
sig	桄
sih	2
sik	柏油路
sio	极少数人
sip	档案
siq	想当然
sir	想当年
sis	顶梁柱
sit	核潜艇
siu	相当普遍
siv	西沙群岛
siw	2
six	2
sja	柳暗花明
sjb	棍子
sjc	查对
sjf	覃
sjg	机遇与挑战
sjh	柛
sji	榥
sjj	椙
sjk	2
sjl	槾
sjo	2
sjq	㭿
sjr	要坚持
sjs	查禁
sjt	榄
sju	查阅
sjv	2
sjw	2
sjx	栧
sjy	查证
skb	可取
skc	可观
skd	可不
ske	可爱
skf	可喜
skg	可恶
skh	可悲
skj	歌星
skk	可贵
skl	2
skm	歌曲
skn	可恨
skq	㰤
skr	歌手
sks	歌
skt	可行
skw	机器人
skx	可疑
sky	可望
slb	2
slc	2
sld	棝
slf	檡
slg	椭圆形
slh	檌
sli	2
slj	2
slk	2
sll	欙
slm	2
slo	2
slp	槤
slq	㯮
slr	2
slt	棞
slu	2
slw	榲
sma	檂
smc	2
smd	椯
smf	柟
smg	桐
smi	可见光
smj	2
smk	2
sml	2
smm	樱
smn	楇
smo	2
sms	桐柏
smt	2
smu	棡
smv	2
smw	梣
smy	枬
snb	㐉
snd	可以达到
sng	可以理解
snh	朻
sni	榍
snk	檘
snl	2
snm	2
snn	杞
sno	2
snr	核心技术
sns	杨树
snt	柲
snu	榌
snw	可以休矣
sny	可以说
soa	櫎
sob	㯶
sod	林业厅
soe	2
sof	枯燥无味
sog	檏
soh	2
soi	2
sok	2
sol	2
som	2
son	可燃性
soo	橩
soq	㭽
sor	㯅
sos	楼梯
sot	枯燥乏味
sou	粟
sov	楼群
sow	椨
soy	楼主
spa	2
spc	2
spd	槣
spe	椬
spf	朴实无华
spg	椗
spi	2
spj	榠
spl	楎
spm	2
spn	相容性
spo	2
spp	权宜之计
spq	档案馆
sps	检察机关
spt	楁
spu	榟
spw	榨
spy	西宁市
sqa	桃花
sqb	栁
sqc	栬
sqd	檐
sqe	槲
sqg	西乌珠穆沁旗
sqh	2
sqi	桃源
sqj	2
sqk	枸
sql	构图
sqo	櫯
sqp	2
sqr	楤
sqs	桃李
sqt	构造
sqv	棦
sqw	杜尔伯特
sqx	2
sqy	杓
sra	板式
srb	板子
src	柧
srd	歌舞厅
sre	㭛
srf	根据地
srg	栀
srh	杽
sri	株洲
srj	蜤
srk	2
srl	棉田
srm	㰃
srn	概括性
sro	核反应堆
srp	棉袄
srq	模拟键盘
srr	樊
srs	板材
