aaa	葡萄牙
wne	追肥
wnf	领导者
wng	人民政府
wnh	偦
wni	追溯
wnj	人民日报社
wnk	人情味
wnl	人民团结
wnm	人民内部矛盾
wnn	追
wnp	假定
wnq	人民解放
wnr	全民所有制
wns	领导机构
wnt	似乎
wnu	公司总裁
wnv	假如
wnw	领导集体
wnx	倔强
wny	假设
woa	㑞
woc	3
wod	含糊不清
woe	3
wog	创业环境
woi	健康水平
won	人类已经迈入
woo	儝
wop	俯视
wor	低廉的
wos	3
wot	健康长寿
wou	俯冲
wow	企业集团
woy	供应商
wpa	倾家荡产
wpb	保家卫国
wpd	代之而起
wpf	倧
wpg	追究责任
wpi	贪官污吏
wpj	3
wpn	㑻
wpo	3
wpp	全家福
wpr	传宗接代
wps	全军覆没
wpt	从宽处理
wpu	贫富差距
wpw	全家人
wpx	食宿费
wqa	仰慕
wqb	
wqd	仍然存在
wqe	3
wqf	低地
wqg	低速
wqi	佻
wqj	停留时间
wqk	人多嘴杂
wql	3
wqn	佨
wqq	尦
wqr	﹚
wqs	、
wqt	低矮
wqu	低音
wqv	依然如故
wqw	低谷
wqy	低效
wra	风范
wrb	他指出
wrc	仮
wrd	僵持不下
wre	风力
wrf	风雨
wrg	几年来
wrh	飓
wri	风光
wrj	信誓旦旦
wrk	保持中立
wrl	儛
wrm	保护网
wrn	风情
wro	风度
wrp	保护视力
wrq	飑
wrr	今后的
wrs	风机
wrt	保持稳定
wru	保持着
wrv	拿手好戏
wrw	爷爷
wrx	低年级
wry	保持高度一致
wsa	何苦
wsd	何不
wsf	体裁
wsg	体现
wsh	何止
wsi	公检法
wsk	体味
wsn	何必
wsp	候机室
wsq	僲
wsr	体质
wss	体检
wst	休息
wsu	何况
wsw	休假
wsy	合格率
wta	优秀共产党员
wtb	创造了
wtc	作对
wtd	八百
wte	信息服务
wtf	赁
wtg	几万
wth	作战
wti	几乎没有
wtj	几日
wtk	公务员
wtl	作图
wtm	几周
wtn	创造性
wto	几度
wtp	信息社会
wtq	几多
wtr	信息技术
wts	人身权
wtt	￡
wtu	俱乐部
wtw	信息化
wtx	几经
wty	信息高速公路
wua	全部落网
wub	全部承担
wud	倍感
wue	偂
wuf	倍增
wug	佯
wuh	3
wuj	傹
wuk	分门别类
wul	低产田
wuo	焦头烂额
wup	3
wur	分道扬镳
wus	僔
wut	从北向南
wuu	伴音
wuv	倒背如流
wuw	伴侣
wux	创新纪录
wuy	依次为
wva	分区
wvb	分隔
wvc	㑡
wvd	颁布
wvf	盆地
wvg	分裂
wvh	侵占
wvi	分清
wvj	盆景
wvk	侞
wvl	侵略
wvm	分贝
wvn	颁发
wvo	分数
wvp	分割
wvq	分销
wvr	分批
wvs	侵权
wvt	健身
wvu	分辨
wvw	创始人
wvx	分红
wvy	分离
wwa	合作项目
wwb	谷子
wwc	价值观念
wwd	从不
wwe	人力
wwf	傺
wwg	佩
wwh	价目
wwi	人流
wwj	份量
wwk	鹆
wwl	价值连城
wwm	伤风败俗
wwn	人民
wwo	全人类
wwp	合作社
wwq	人名
wwr	你们的
wws	坐标
wwt	人和
wwu	合作关系
wwv	作风建设
www	俗
wwx	优化组合
wwy	伶
wxa	传统工艺
wxb	低级阶段
wxc	从经验上看
wxd	华夏
wxe	㑃
wxf	货运
wxg	华表
wxi	货源
wxj	供给量
wxk	华贵
wxm	华山
wxn	传统剧目
wxp	父母官
wxq	体弱多病
wxs	仔细核对
wxt	倾向
wxu	传统美德
wxw	倾斜
wxx	化纤
wxy	传统文化
wya	会议期间
wyb	售出
wyc	邻
wyd	В
wye	信用
wyf	隼
wyg	住
wyh	焦点
wyi	б
wyj	今日
wyk	僦
wyl	领略
wym	焦炭
wyn	念
wyo	劁
wyp	领袖
wyq	体育馆
wyr	今年
wys	全文检索
wyt	信息
wyu	飠
wyv	停建
wyw	令人
wyx	会议结束
wyy	住房
xaa	红花
xab	縙
xac	3
xad	红唇
xaf	经营场所
xah	繿
xai	红河
xaj	縸
xak	彄
xal	䌩
xam	绬
xan	练习
xap	经营之道
xaq	㣅
xar	缓期执行
xas	红梅
xat	经营自主权
xaw	䌨
xay	练就
xba	3
xbd	3
xbe	3
xbf	继承者
xbg	䋙
xbi	3
xbj	3
xbl	3
xbn	䊶
xbo	3
xbp	3
xbq	3
xbr	3
xbv	3
xca	经营
xcb	3
xcc	縔
xcf	绝对真理
xcg	贯通一气
xch	3
xci	绝对温度
xcl	3
xcn	纾
xcq	绝对多数
xcr	经手
xcs	3
xct	经管
xcu	经意
xcw	绝对化
xcx	经纪
xcy	经验交流会
xda	3
xdc	绝不允许
xdd	绝不辜负
xde	絠
xdf	经历过
xdh	紑
xdj	緾
xdl	3
xdm	緛
xdn	絾
xdo	3
xdq	绝大多数人
xdr	强硬措施
xdu	绝大部分
xdw	縥
xea	䌥
xec	3
xee	綳
xeg	缓刑
xem	3
xeo	3
xeq	䋩
xet	絼
xeu	组阁
xev	缓建
xew	经受住
xex	縘
xey	3
xfa	3
xfc	乡土观念
xfd	繻
xfe	3
xff	疆场
xfh	纎
xfi	颕
xfj	结盟
xfk	线路
xfm	遦
xfn	线性
xfo	繊
xfp	结实
xfq	引起争议
xfr	引进技术
xfs	䌮
xft	结算
xfu	结亲
xfw	引进人才
xfx	细声细气
xfy	引进设备
xga	3
xgc	绖
xgd	统一大业
xge	彖
xgf	统一规划
xgg	统一于
xgh	䋊
xgi	彔
xgj	繐
xgk	㣂
xgl	繮
xgm	緉
xgn	强烈愤慨
xgo	纯粹
xgq	纯金
xgr	张万年
xgs	纯朴
xgt	纯利
xgu	经理部
xgw	统一体
xgx	縤
xgy	结束语
xhc	㢰
xhi	引渡
xhj	绝非易事
xhn	眞
xhp	3
xhr	综上所述
xht	引种
xhu	终点站
xhv	3
xhx	紪
xhy	纸上谈兵
xia	经济区
xic	3
xid	经济不景气
xie	经济力量
xif	经济规律
xig	经济一体化
xih	引水上山
xii	经济活动
xin	经常性
xio	3
xip	经济实体
xiq	经济犯罪
xir	经济指标
xis	经济核算
xit	经济利益
xiu	经济关系
xiw	经济体制改革
xix	经济纠纷
xiy	经济计划
xja	縪
xje	㔗
xjf	㔬
xjg	㔭
xjj	縄
xjl	緼
xjn	䌈
xjo	3
xjp	3
xjq	费解
xjr	3
xjt	䍀
xjx	絏
xjy	3
xkd	强盛
xke	强加
xkf	强震
xkg	强求
xkh	缱
xkj	犟
xkk	繟
xkp	3
xkq	3
xkr	强手
xkt	缉私
xkw	强健
xla	比较落后
xld	絪
xle	緭
xlf	纆
xlg	细致
xlh	3
xli	比较清楚
xln	比较发达
xlo	3
xlp	细密
xlt	比较简单
xlw	比较健全
xlx	纙
xly	3
xma	䌡
xmb	3
xmc	3
xmg	絧
xmi	3
xmj	3
xml	3
xmp	3
xmr	䋞
xmv	3
xmw	綗
xmy	3
xng	䌻
xnh	縀
xnl	3
xnm	3
xnn	乣
xnq	3
xns	母校
xnt	纪委
xnw	母体
xnx	纠缠
xny	引以为荣
xod	颎
xoe	3
xoh	3
xoi	3
xok	3
xon	䌒
xop	3
xot	缠身
xou	3
xox	继续
xoy	毕业证书
xpe	3
xpf	终审裁定
xpg	经审理后
xpi	缩水
xpm	3
xpo	3
xps	紵
xpu	縡
xpv	3
xpw	约定俗成
xpx	疑神疑鬼
xqa	绿色工程
xqb	3
xqc	絶
xqd	经久不衰
xqf	幼儿教育
xqg	绚丽
xqh	纸上
xqi	绝活
xqk	絇
xqn	3
xqp	绝密
xqr	绝技
xqt	引狼入室
xqu	经贸部
xqv	约好
xqw	绿色食品
xqx	红外线
xqy	绝望
xra	绵薄
xre	3
xrg	弘扬正气
xrj	3
xrk	3
xrr	䋂
xrs	3
xrt	维持秩序
xrx	缩手缩脚
xsa	3
xsb	3
xse	3
xsf	㢾
xsg	红极一时
xsi	3
xsj	3
xsl	3
xsm	3
xsp	3
xss	䌝
xst	3
xsx	3
xsy	纵横交错
xta	贯彻落实
xtb	贯彻了
xtd	颖
xte	乡办
xtf	缍
xtg	维生素
xth	疑虑
xtj	终日
xtk	张嘴
xtl	繌
xtn	终局
xtp	终审
xtr	张扬
xts	纪律检查委员会
xtt	乡长
xtu	疑问
xtv	㢻
xtw	纳税人
xtx	缝纫
xty	蠁
xua	絣
xuc	3
xud	绕道而行
xue	繝
xuf	㢹
xug	絴
xuk	䋨
xuo	3
xur	3
xut	弹射
xuw	弱化
xux	鶸
xva	绿茶
xvb	3
xvc	3
xvd	3
xvf	紣
xvi	绿洲
xvk	弨
xvm	3
xvp	綅
xvr	3
xvt	纪录片
xvu	3
xvv	3
xvx	3
xvy	比如说
xwa	3
xwb	纵队
xwc	総
xwd	综合研究
xwe	紾
xwf	综合考察
xwg	综合开发
xwi	纵深
xwj	结余归己
xwk	緥
xwm	纪念册
xwn	综合性
xwo	纀
xwp	纵容
xwq	纵然
xwr	绘制
xwt	综合管理
xwu	给养
xww	纪念会
xwx	综合经济效益
xwy	纵论
xxa	纺织工业
xxc	结结巴巴
xxd	纺织厂
xxf	组织起来
xxg	毙
xxh	纼
xxi	纷纷举行
xxj	比照
xxk	丝织品
xxn	毖
xxo	红绿灯
xxp	丝绸之路
xxr	继续扩大
xxs	纺织机械
xxt	组织委员
xxu	组织部门
xxv	组织建设
xxw	经纪人
xxx	丝绸
xxy	比方
xyc	䋭
xyd	编码
xyg	纹理
xyk	弴
xyn	编剧
xyp	顷刻之间
xyq	编外
xyr	强调指出
xyt	统筹
xyu	绞痛
xyv	3
xyw	统领
xyx	编织
xyy	编译
yaa	文艺工作者
yab	谨防
yad	良莠不齐
yae	试办
yaf	詌
yag	谋求
yah	衺
yaj	文艺晚会
yak	讌
yal	文艺界
yan	谨慎
yao	3
yaq	计划外
yar	试看
yat	试种
yau	试产
yaw	文艺作品
yax	计划经济与市场调节
yay	诺言
yba	3
ybd	䜏
ybf	记取教训
ybj	3
ybl	3
ybo	3
ybp	3
ybq	3
ybr	3
ybs	3
ybt	讲卫生
ybu	3
ybv	3
ybx	3
yby	訯
yca	育苗
ycc	謲
ycd	主观原因
yce	育肥
ycf	充填
ycg	交通事故
yci	充沛
yck	主观唯心主义
ycl	夣
ycn	就难以
ycp	交通安全
ycq	译名
ycr	试验报告
ycs	交通枢纽
yct	育秧
ycu	试验装置
ycv	3
ycw	誜
ycy	主观主义
ydb	ǎ
ydc	詙
ydd	议而不决
yde	䜡
ydf	记大过
ydg	就在于
ydh	放在眼里
ydj	䛳
ydl	3
ydm	䛔
ydn	放在心上
ydp	义不容辞
ydq	放大镜
ydr	变态反应
yds	毫不相干
ydt	享有特权
ydu	说三道四
ydw	这不仅仅是
ydy	蛮不讲理
yea	䛼
yeb	3
yec	3
yed	享受在后
yee	衣服
yef	䘚
yeg	谖
yel	3
yem	斖
yen	3
yeo	3
yep	衣襟
yer	謡
yes	3
yet	譌
yeu	衣着
yev	3
yew	谣传
yfa	认真落实
yfb	文教卫生
yfc	文武双全
yfd	毫无顾忌
yff	读者
yfg	六十五
yfh	斌
yfi	讲演
yfj	计时
yfk	齐声叫好
yfl	认真思考
yfn	读书
yfp	读完
yfq	认真负责
yfr	讲授
yfs	诗歌
yft	读物
yfu	市场竞争力
yfv	讨好
yfw	市场信息
yfx	认真贯彻
yfy	讨论
yga	市政工程
ygb	訰
ygd	主顾
yge	主办
ygf	高速增长
ygg	请柬
ygh	请战
ygi	语法
ygj	主题
ygk	誎
ygm	謮
ygn	这一情况
ygo	高速度
ygp	评定
ygq	主犯
ygr	高素质
ygs	主权
ygt	评委
ygu	语音
ygv	语录
ygw	主体
ygx	评比
ygy	主义
yha	諕
yhd	裵
yhe	3
yhg	让开
yhi	3
yhn	计上心来
yhq	誢
yhs	3
yht	盲目生产
yhu	盲目决策
yhw	望眼欲穿
yhy	诽谤
yia	望尘莫及
yie	旅游服务
yif	旅游者
yig	认清形势
yii	交流活动
yij	誻
yil	交流思想
yim	3
yin	讲学习讲政治讲正气
yip	譡
yiq	3
yir	文汇报
yiu	请注意
yiv	3
yiw	文学作品
yix	交学费
yiy	旅游市场
yjc	3
yjd	话里有话
yjf	齐声
yjg	齐整
yjh	齑
yji	为时尚早
yjj	剂
yjl	主题思想
yjm	3
yjn	证明书
yjo	3
yjp	文明社会
yjq	齐名
yjr	变电所
yjs	就是要
yjt	文明生产
yju	变电站
yjv	3
yjw	这时候
yjx	䛰
yjy	课文
yka	高雅
ykb	享
ykc	高台
ykd	高原
yke	享用
ykf	高考
ykg	高速
ykh	衷
yki	鹫
ykj	高明
ykk	谔
ykl	䯬
ykm	高峰
ykn	市中心
yko	毫米
ykp	豪
ykq	商品销售
ykr	享年
yks	高档
ykt	交响乐团
yku	衰竭
ykw	商品化
ykx	熟练
yky	就诊
yld	3
ylj	3
ylk	亶
ylm	3
ylo	3
yls	3
ylw	䛺
ylx	3
yma	高峰期
ymc	3
ymd	褒贬不一
ymf	调动
ymg	市政
ymh	调频
ymi	3
ymk	詗
ymm	颤巍巍
ymn	諣
ymo	调料
ymq	旗帜鲜明
ymr	调拨
ymt	调入
ymu	调养
ymv	3
ymw	调价
ymx	3
ymy	调剂
yna	启发式
ynb	房子
ync	䋜
ynd	永不
yne	肩
ynf	启动
yng	永平
ynh	盲目
yni	词汇
ynj	说心里话
ynk	扈
ynl	亡国
ynm	翩
ynn	扇
yno	刻度
ynp	永定
ynq	户外
ynr	衷心希望
yns	妄想
ynt	肇
ynu	戽
ynv	记录
ynw	诀
ynx	䋀
yny	忘记
yoa	商业区
yoc	变通
yod	为数不多
yof	变卖
yog	变更
yoi	高精尖技术
yoj	变暖
yok	谈吐
yom	弯曲
yon	商业性
yoo	高精度
yop	调度室
yoq	迹象
yor	变质
yos	亦可
yot	变迁
you	谈判
yov	变好
yow	变焦
yox	京广线
yoy	谈话
ypa	3
ypb	谱写出
ypd	高官厚禄
ype	这边
ypf	六神无主
ypg	旅客列车
ypj	这时
ypm	3
ypq	䛷
ypr	3
yps	詝
ypt	这么
ypv	3
ypw	为社会主义服务
yqa	椉
yqc	3
yqd	试金石
yqf	高尔夫
yqg	裦
yqh	3
yqi	誂
yqk	请勿吸烟
yql	3
yqn	䛌
yqr	詾
yqs	3
yqt	诡秘
yqu	课外阅读
yqw	䚿
yqy	课外读物
yra	诉苦
yrb	交换了意见
yrd	主持大会
yre	3
yrf	离境
yrg	主持正义
yrh	㫌
yri	义演
yrk	㫊
yrm	离岸
yrn	义愤
yrq	褢
yrr	诚挚的祝贺
yrs	高技术产业
yrt	諀
yru	请提意见
yrv	主持召开座谈会
yrw	离休
yry	诉说
ysa	放松警惕
ysb	订出
ysd	高楼大厦
ysf	諲
ysg	这样一来
ysh	主要目标
ysi	调查小组
ysj	调查显示
ysk	謌
ysm	主要内容如下
ysn	主要性能
ysp	3
ysr	主要指标
yss	弃权票
yst	这本身就说明了
ysu	主要问题
ysv	变相剥削
ysw	主要领导
ysx	主要经验
ysy	主要方面
yta	为期
ytb	为了
ytc	诱骗
ytd	放在
yte	施肥
ytf	诜
ytg	为副
yth	为此
yti	评选活动
ytj	放电
ytk	话务员
ytl	诱因
ytm	旗帜
ytn	旎
yto	旅店
ytp	放宽
ytq	为名
ytr	计算所
yts	计算机系统
ytt	旄
ytu	话音
ytv	帰
ytw	让我们
ytx	放纵
yty	䚺
yud	六亲不认
yue	旁边
yuf	说起
yug	斓
yuh	谈判桌
yui	说清
yuj	商量
yuk	这意味着
yul	访问团
yum	话音刚落
yun	说情
yuo	商店
yup	啻
yuq	讇
yur	高新技术企业
yus	商检
yut	高产稳产
yuw	这部分
yuy	语音识别
yva	文如其人
yvb	3
yvc	剆
yve	郞
yvm	3
yvn	良心
yvo	3
yvr	离婚后
yvt	良策
yvu	3
yvw	为群众办实事
yvx	3
yvy	朗读
ywa	文化艺术
ywb	交出
ywc	衮
ywd	B
ywe	效力
ywf	六十
ywg	交互
ywh	交战
ywi	设法
ywj	夜晚
ywk	文化遗产
ywl	文化界
ywm	褒贬
ywn	为人民服务
ywo	论断
ywp	文化宫
ywq	郊外
ywr	郊
yws	论述
ywt	为什么
ywu	效益
ywv	文化娱乐活动
yww	交付
ywx	a
ywy	谁
yxa	熟练工人
yxb	高级阶段
yxc	3
yxf	高级教师
yxg	䛹
yxi	高级法院
yxm	3
yxp	高级军官
yxq	3
yxs	3
yxt	饔
yxu	离经叛道
yxw	高级人才
yxx	卛
yya	文革
yyb	文联
yyc	商讨对策
yyd	这方面
yyf	文教
yyg	誩
yyi	语言学
yyj	设计师
yyk	议员
yyl	方略
yym	颤颤巍巍
yyn	谝
yyo	议席
yyp	议案
yyq	谅解
yyr	该打
yys	方可
yyt	文物
yyu	谪
yyv	誏
yyw	文化
yyx	詃
yyy	高效率
