AAA	工
NUG	翋
NUH	眉開眼笑
NUI	民意測驗
NUJ	憶
NUK	飛躍
NUL	憎
NUM	屏山
NUN	憧憬
NUR	局部的
NUS	收音机
NUT	飛
NUU	層次
NUV	慊
NUW	居首位
NUX	悌
NUY	憫
NVA	憳
NVB	恪盡職守
NVC	慨
NVD	敢怒不敢言
NVE	恨
NVF	忰
NVG	妀
NVI	㥆
NVK	怊
NVL	快刀斬亂麻
NVN	惟妙惟肖
NVO	惱火
NVP	舝
NVQ	慨然
NVS	恰好相反
NVT	忉
NVV	尻
NVY	憤怒譴責
NWA	恰巧
NWB	悅耳
NWC	忪
NWD	惟有
NWE	鷚
NWF	憏
NWG	恰
NWH	悅目
NWI	乆
NWJ	刔
NWK	悅
NWL	居全國之首
NWN	翭
NWP	戳穿
NWQ	惟獨
NWR	那几年
NWS	恘
NWT	尉健行
NWU	司令部
NWV	凥
NWW	懺
NWY	惟
NXB	必經階段
NXD	已經成為
NXE	怮
NXF	慣
NXG	憴
NXH	愼
NXI	以經濟建設為中心
NXJ	怫
NXN	慣性
NXP	迡
NXQ	慣犯
NXR	那幾年
NXS	尼木
NXT	懝
NXU	愵
NXV	尼
NXW	慣例
NXX	屁
NXY	惤
NYA	以期
NYB	以及
NYC	民族矛盾
NYD	心愿
NYE	心胸
NYF	尺寸
NYG	以下
NYH	忭
NYI	乄
NYJ	心里
NYK	咫
NYL	懷
NYM	以內
NYN	忙
NYO	尺度
NYP	心安
NYQ	以外
NYR	以后
NYS	以西
NYT	㤃
NYU	㣺
NYV	悢
NYW	翠
NYX	怰
NYY	忟
OAA	烒
OAB	炎黃子孫
OAC	度
OAD	廝
OAE	糤
OAF	煤
OAG	灴
OAH	庌
OAI	㡲
OAJ	灷
OAK	廑
OAL	庿
OAM	廣
OAN	炬
OAO	遮
OAP	廣安
OAQ	廗
OAR	煤气
OAS	廣西
OAT	糒
OAU	爤
OAW	烘
OAX	煙幕彈
OAY	廣州
OBA	底子薄
OBB	㸎
OBD	廳長
OBF	廰
OBG	籽
OBH	邩
OBI	廳堂
OBM	炪
OBN	灺
OBS	㢌
OBW	廕
OBX	鬯
OCA	序幕
OCC	糝
OCE	熥
OCG	序列
OCI	広
OCK	炲
OCL	勞務輸出
OCM	序曲
OCN	粑
OCT	業務科
OCU	業務部
OCW	焌
OCX	勞務費
OCY	糔
ODA	糲
ODB	廣大職工
ODC	炦
ODD	燎原
ODE	糊
ODF	煃
ODG	炻
ODH	廈
ODI	糊涂
ODJ	粨
ODK	糊口
ODM	煩
ODN	庬
ODO	烣
ODP	對大家來說
ODQ	座右銘
ODR	應有的
ODS	㢊
ODT	爏
ODU	燎
ODV	廣大群眾
ODW	類似
ODX	類比
ODY	類
OEA	燬
OEB	烰
OED	粗大
OEE	焩
OEF	㷐
OEG	粗
OEH	廋
OEI	粗活
OEJ	粗暴
OEL	爝
OEN	廫
OEO	粗糙
OEP	燰
OEQ	粗獷
OER	熎
OES	炒股票
OET	粗笨
OEW	庾
OEX	粗細
OEY	粗放
OFA	焼
OFB	迷魂陣
OFC	庋
OFD	糯
OFE	燒毀
OFF	燒
OFG	灶
OFH	籵
OFI	庄浪
OFJ	廟
OFK	廚
OFL	烤鴨
OFM	煵
OFN	燽
OFO	焃
OFP	廟宇
OFQ	對臺貿易
OFT	烤
OFU	燵
OFW	庱
OFX	廣域網
OFY	籿
OGA	精英
OGB	庉
OGC	庢
OGD	精确
OGE	精
OGF	精干
OGG	精致
OGH	炡
OGI	精湛
OGJ	粳
OGK	焐
OGL	煉
OGM	糟
OGN	精心
OGO	精度
OGP	精神
OGQ	廒
OGR	精制
OGS	粖
OGT	對策
OGU	對
OGV	烴
OGW	業餘
OGX	彂
OGY	精良
OHA	爐
OHB	爐子
OHD	䨾
OHE	床上用品
OHF	爐霍
OHH	爠
OHI	店堂
OHJ	焯
OHK	粘
OHL	粘連
OHM	廬山
OHO	燦爛
OHP	店家
OHQ	燦
OHX	庛
OHY	店主
OIA	炒菜
OIB	廠子
OID	廉洁奉公
OIE	焇
OIF	炫耀武力
OII	廣泛深入
OIJ	應當是
OIK	廠史
OIM	廠
OIN	熒光屏
OIO	廣泛應用
OIP	爣
OIR	廣泛的
OIS	摩洛哥
OIT	炒
OIU	廣泛開展
OIW	熦
OIX	廠級
OIY	廠商
OJA	爆
OJB	熶
OJD	爆破
OJE	焨
OJF	廛
OJG	糧
OJH	灲
OJI	熀
OJJ	焻
OJL	熳
OJM	庽
OJO	爆炸
OJQ	焬
OJR	焊接
OJS	粿
OJT	焺
OJU	煜
OJV	燳
OJW	糧食
OJX	焜
OJY	燝
OKB	火中取栗
OKE	焆
OKK	燥
OKM	熉
OKN	廢品收購
OKQ	炾
OKT	對號入座
OKU	廢品站
OKW	㡶
OKY	廢品率
OLA	糞
OLD	煾
OLE	煟
OLF	畨
OLG	畑
OLH	炠
OLI	燭光
OLK	庘
OLL	庫車
OLM	勞纍過度
OLN	㐣
OLO	炒買炒賣
OLP	庫容
OLQ	燭
OLS	焑
OLU	火車站
OLV	廔
OLW	熅
OLY	庫房
OMA	燶
OMD	炴
OME	䊘
OMG	粙
OMJ	廁
OMK	炯
OMM	廮
OMN	煱
OMO	炯炯
OMR	廁所
OMT	㷨
OMU	焵
OMW	烱
OMX	糧農組織
OMY	烿
ONA	慶功
ONB	㐘
OND	粗心大意
ONE	慶賀
ONF	廜
ONG	業已形成的
ONH	糈
ONI	応
ONJ	鹿
ONK	煒
ONL	㢞
ONM	慶典
ONN	焗
ONO	麒麟
ONP	燃眉之急
ONR	熠
ONS	精裝本
ONT	精心策划
ONU	熤
ONW	廖
ONX	精心組織
ONY	粎
OOA	熫
OOB	郯
OOC	勞務
OOD	顃
OOE	火力
OOF	烾
OOG	爜
OOH	敥
OOI	火光
OOJ	剡
OOK	營業員
OOL	火車
OOM	火山
OON	廘
OOO	火
OOP	勞
OOQ	燐
OOR	火把
OOS	勞模
OOT	火箭
OOU	炎
OOV	糖
OOW	鶑
OOX	火紅
OOY	炏
OPA	迷惑
OPD	爎
OPE	精神力量
OPF	烷
OPG	煊
OPH	精神上
OPI	迷
OPJ	熐
OPK	熍
OPL	煇
OPM	熔岩
OPN	迷惘
OPO	廀
OPP	精神實質
OPQ	焥
OPR	迷失
OPS	䊉
OPT	烢
OPU	精神病
OPW	焢
OPX	炨
OPY	精神文明
OQA	底
OQB	灮
OQD	燃
OQE	廨
OQF	燃起
OQG	底下
OQH	焔
OQI	庣
OQJ	鄰里
OQK	營銷中心
OQL	鄰國
OQM	煥
OQN	庖
OQO	廯
OQQ	廞
OQR	粅
OQS	鄰村
OQT	底片
OQU	底部
OQW	炊
OQX	對外經濟
OQY	灼
ORB	糉
ORC	炍
ORD	烯
ORF	庪
ORG	粕
ORH	炘
ORI	粗製濫造
ORJ	應按照
ORK	庍
ORL	廡
ORM	廣播體操
ORN	熂
ORP	對抗賽
ORQ	廆
ORR	廣播操
ORS	應邀來訪
ORT	庳
ORU	煤气站
ORW	摩托化
ORX	爍
ORY	燩
OSA	麻花
OSB	麻陽
OSD	麻木不仁
OSE	魔力
OSF	煙
OSG	粞
OSH	廂
OSI	床
OSJ	燂
OSK	庁
OSL	腐朽思想
OSN	廣西壯族自治區
OSO	麻煩
OSQ	床鋪
OSR	爩
OSS	磨
OST	魔術
OSU	麻痹
OSW	庲
OSX	磨練
OSY	炑
OTA	灹
OTB	炧
OTC	庅
OTD	烽
OTE	烐
OTF	糙
OTG	燻
OTH	炸
OTI	勞動法
OTJ	勞動時間
OTK	烙
OTL	烅
OTM	燠
OTN	籺
OTO	燔
OTP	勞動密集型
OTQ	熪
OTR	勞動技能
OTS	勞動模範
OTT	勞動生產率
OTU	烀
OTV	勞動群眾
OTW	庄稼人
OTX	烸
OTY	敉
OUA	庰
OUB	粒子
OUD	㡴
OUE	龐
OUF	料
OUG	粒
OUI	廉洁
OUJ	熾
OUK	焙
OUL	熷
OUN	燜
OUO	焙燒
OUP	廉宜
OUQ	爓
OUR	摩拳擦掌
OUS	煪
OUT	勞資科
OUU	火辣辣
OUV	廉
OUW	熌
OUX	糍
OUY	燘
OVA	燖
OVB	㶢
OVC	廄
OVE	庸
OVF	熽
OVG	籹
OVH	唐
OVI	康
OVK	廱
OVL	爉
OVM	唐山
OVP	康定
OVR	康樂
OVT	灱
OVW	庚
OVX	精妙絕倫
OVY	籾
OWA	廢舊
OWB	應聘
OWC	庺
OWD	煅
OWE	應力
OWF	腐
OWG	燈
OWH	燈具
OWI	庂
OWJ	庎
OWK	廢品
OWL	座車
OWM	腐敗
OWN	籶
OWO	對人類
OWQ	應急
OWR	類似的
OWS	庥
OWT	煈
OWU	座次
OWV	粉
OWW	座
OWX	廢
OWY	焓
OXD	庼
OXE	㶭
OXH	粌
OXI	纇
OXJ	炥
OXK	糨
OXO	對比度
OXT	㢕
OXU	糑
OXV	庀
OXW	粗線條
OXX	庇
OXY	庇護
OYC	焴
OYD	㢇
OYE	庡
OYF	廊坊
OYG	炷
OYH	炞
OYI	炫耀
OYJ	米易
OYK	廓
OYL	廩
OYN	煽
OYO	㷜
OYQ	精講多練
OYR	摩肩接踵
OYS	米林
OYT	米
OYU	熵
OYV	廊
OYW	粹
OYX	炫
OYY	炆
PAA	寬帶
PAB	寨子
PAC	賽馬
PAD	究其原因
PAE	社區服務
PAF	寒露
PAG	賽事
PAH	宦
PAI	寒流
PAJ	寞
PAK	賽跑
PAL	賽車
PAM	㝤
PAN	寒心
PAO	寬度
PAP	寬容
PAQ	塞外
PAR	寒气
PAS	密切配合
PAT	寒冬
PAU	寒冷
PAV	社區建設
PAW	賽
PAX	宏觀經濟
PAY	寒夜
PBA	字幕
PBB	突出了
PBC	冣
PBD	字面
PBF	字
PBG	字形
PBH	字眼
PBI	實際水平
PBJ	㝋
PBK	字號
PBL	實際困難
PBM	字典
PBN	實際情況
PBQ	字句
PBR	空降兵
PBS	字根
PBT	字符
PBU	字音
PBV	軍隊建設
PBW	字体
PBX	字母
PBY	實際效果
PCB	神圣職責
PCD	寄予厚望
PCG	家務事
PCI	實驗小學
PCK	實驗中學
PCO	家務勞動
PCP	實驗室
PCT	神態自若
PCU	㝊
PDA	宏觀
PDB	完成了
PDC	宏
PDD	寄存
PDE	寡
PDF	宕
PDG	割裂
PDH	割
PDJ	害虫
PDK	突破口
PDL	寕
PDM	寄贈
PDN	宬
PDP	寄宿
PDQ	豁然
PDR	寄托
PDS	寄
PDT	寄生
PDU	寮
PDV	寡婦
PDW	実
PDX	割斷
PDY	宊
PEA	初加工
PEB	空架子
PED	宜春
PEE	宜興
PEF	肎
PEG	宜
PEI	寫法
PEJ	宜昌
PEK	宜川
PEL	軍用車輛
PEM	宜山
PEN	實用性
PEP	寫字
PEQ	寫
PER	實用技術
PES	寀
PET	寪
PEU	宜章
PEW	寫作
PEX	補助費
PEY	神采奕奕
PFA	完工
PFB	完了
PFD	完成
PFE	冡
PFF	宗教
PFG	完整
PFH	寘
PFI	宗
PFJ	宑
PFK	㝨
PFL	宗教界
PFM	守則
PFN	冠以
PFP	宗祠
PFQ	完
PFT	宯
PFU	守
PFV	完好
PFW	完全
PFX	宗旨
PFY	宗族
PGA	定期
PGB	定陶
PGC	室
PGD	宣布
PGE	寈
PGF	宇
PGG	定于
PGH	定
PGI	家小
PGJ	宣
PGK	富
PGL	憲
PGM	寅
PGN	完整性
PGO	家庭
PGP	宇宙
PGQ	寳
PGR	寶
PGS	定西
PGT	宇航
PGU	宣判
PGV	寁
PGW	家公
PGX	家鄉
PGY	宣言
PHA	安眠藥
PHB	官職
PHD	初見成效
PHE	官腔
PHF	官場
PHG	寂
PHK	官員
PHL	視頻點播
PHM	寊
PHN	官
PHP	寂寞
PHQ	官邸
PHR	官兵
PHT	官銜
PHU	㓀
PHV	初步建立
PHW	官僚
PHY	官方
PIA	穿小鞋
PIE	宵
PIF	憲法規定
PIJ	客流量
PIL	實況轉播
PIN	窮光蛋
PIO	容光煥發
PIQ	實況錄像
PIR	空洞的
PIS	宵禁
PIT	禮尚往來
PIU	㲾
PIV	寖
PIW	家常便飯
PIX	額濟納旗
PIY	額滿為止
PJB	窮日子
PJG	寔
PJI	冠冕堂皇
PJJ	䥌
PJK	定時器
PJM	寓
PJO	宴席
PJR	寓所
PJU	寓意
PJV	宴
PJW	定量分析
PJX	窗明幾淨
PJY	冥
PKD	富貴不能淫
PKE	空中加油
PKG	宺
PKJ	實踐是檢驗真理的唯一
PKK	實踐中
PKM	寶貴財富
PKN	宮殿
PKO	宮燈
PKP	寶中之寶
PKQ	寅吃卯糧
PKR	寶貴的
PKS	宲
PKT	宮
PKU	寶貴意見
PKV	守口如瓶
PKX	實踐經驗
PKY	實踐證明
PLA	安置工作
PLB	鄆
PLC	軍務
PLD	顐
PLE	運力
PLF	運載
PLG	寰
PLH	皸
PLI	運河
PLJ	軍
PLK	軍品
PLL	運輸
PLN	軍民
PLO	運營
PLP	運
PLQ	運銷
PLR	祖國的
PLS	牢固樹立
PLT	運行
PLU	運送
PLV	寠
PLW	鶤
PLX	祖國統一
PLY	軍方
PMD	寷
PME	神農架
PMF	宙
PMG	窮山惡水
PMJ	冚
PMK	視同路人
PML	窮則思變
PMV	神丹妙藥
PMX	補貼費
PMY	窮則變
PNA	密切
PNB	寧陽
PNC	㝕
PND	密布
PNE	甯
PNF	密封
PNG	富民政策
PNH	寐
PNI	寧波
PNJ	蜜蜂
PNL	寧
PNM	賔
PNO	密度
PNP	寢室
PNQ	密鑰
PNR	密探
PNS	密植
PNT	蜜
PNU	冠心病
PNV	定心丸
PNW	寥
PNX	軍民結合
PNY	廴
POB	穿鑿附會
POC	叜
POD	家庭成員
POF	家庭教育
POG	家庭環境
POH	宋慶齡基金會
POJ	家庭影院
POL	實業界
POM	家庭財產
POO	軍火庫
POP	實業家
POS	安營紮寨
POT	家庭生活
POU	冞
POV	家庭婦女
POW	家庭住址
POX	家庭網絡
POY	運營商
PPA	安家落戶
PPB	之際
PPD	之三
PPE	之爭
PPF	之二
PPG	之一
PPH	之上
PPI	之流
PPJ	客運量
PPK	之中
PPL	安定團結
PPM	之內
PPN	空軍司令
PPO	密密麻麻
PPP	之
PPQ	之外
PPR	之后
PPS	之极
PPT	之後
PPU	㝎
PPV	空空如也
PPW	之余
PPX	視神經
PPY	牢牢記取
PQB	宛
PQD	䪴
PQG	瓭
PQI	宨
PQK	冤
PQM	寏
PQN	冤屈
PQP	冤家
PQQ	宛然
PQR	安然無恙
PQS	冤枉
PQT	密鑰盤
PQU	安危冷暖
PQV	冘
PQW	鴆
PQX	穿針引線
PQY	㝌
PRA	安排工作
PRB	察看了
PRC	寙
PRD	安排不當
PRE	客戶服務器
PRF	空白支票
PRG	寒气逼人
PRH	實質上
PRI	空气污染
PRK	複製品
PRL	空白點
PRN	之所以
PRP	實打實
PRR	空氣質量
PRS	客戶機
PRT	安排生活
PRU	實質問題
PRW	被迫進行
PRX	冟
PRY	寄希望于
PSA	宁蒗
PSB	宁陵
PSD	宁夏
PSF	宁城
PSH	宁肯
PSI	宁波
PSJ	宁明
PSL	㿾
PSO	軍械庫
PSP	宁安
PSQ	穿梭外交
PSR	安哥拉
PSS	冧
PST	宁德
PSU	宋
PSV	神机妙算
PSW	宁化
PSY	官樣文章
PTA	宅
PTB	社科院
PTC	牢騷
PTD	宎
PTE	寒冬腊月
PTF	宒
PTG	牢
PTH	㝚
PTI	安徽省
PTJ	寄生虫
PTK	額
PTL	牢固
PTM	客體
PTN	實行改革
PTO	審
PTP	客家
PTQ	神秘色彩
PTR	客气
PTS	客机
PTT	客船
PTU	審判
PTW	客人
PTX	審結
PTY	客商
PUA	襪
PUB	衪
PUC	衩
PUD	褥
PUE	衫
PUF	宰
PUG	補
PUH	被
PUI	襠
PUJ	裸
PUK	裎
PUL	襬
PUM	袖
PUN	褶
PUO	褲
PUP	衴
PUQ	袍
PUR	裨
PUS	襟
PUT	襖
PUU	襯
PUV	初
PUW	裕
PUX	袎
PUY	褊
PVA	鞌
PVB	宄
PVD	頞
PVF	安
PVG	安平
PVH	安上
PVI	福建省
PVJ	安歇
PVK	安順
PVL	安置
PVM	案由
PVN	安居
PVO	安康
PVP	安定
PVQ	案犯
PVR	安排
PVS	案
PVT	宭
PVU	案卷
PVV	安好
PVW	鴳
PVX	安鄉
PVY	安放
PWA	穿
PWB	窿
PWC	梥
PWD	突
PWE	竄
PWF	察
PWG	窒
PWH	窅
PWI	窪
PWJ	窠
PWK	窗口
PWL	窶
PWM	窩
PWN	窟
PWO	窲
PWP	窗帘
PWQ	窕
PWR	竅
PWS	穼
PWT	窗
PWU	穴
PWV	究
PWW	容
PWX	穹
PWY	鶴
PXB	宆
PXC	宖
PXD	實在
PXE	實力
PXF	實
PXG	實現
PXH	䙾
PXI	實況
PXJ	實時
PXK	實踐
PXM	實體
PXN	實習
PXO	實業
PXP	迱
PXQ	實錄
PXR	它的
PXS	實權
PXT	寲
PXU	軍費開支
PXW	它們
PXX	實彈
PXY	實施
PYA	祺
PYB	祁
PYC	祃
PYD	祐
PYE	祖
PYF	社
PYG	福
PYH	視
PYI	福清
PYJ	神
PYK	祝
PYL	祵
PYM	禮
PYN	冖
PYO	禟
PYP	禈
PYQ	祗
PYR	祈
PYS	禋
PYT	祚
PYU	祥
PYV	祒
PYW	宍
PYX	祿
PYY	禳
QAA	錢
QAB	鉗子
QAC	多功能
QAD	锘
QAE	鏾
QAF	鉗
QAG	釭
QAH	鑑
QAI	銾
QAJ	昏
QAK	钷
QAL	錨
QAM	帋
QAN	鉅
QAO	昏迷
QAP	象牙之塔
QAQ	鐕
QAR	銰
QAT	鑝
QAU	钄
QAV	氏
QAW	鑊
QAY	邸
QBA	危險期
QBB	鑷
QBC	鋷
QBD	迎春
QBF	迎考
QBG	釨
QBH	卬
QBI	䤴
QBJ	鐊
QBK	迎戰
QBL	錳
QBM	鈯
QBN	怨
QBP	迎
QBR	迎接
QBS	錒
QBT	皺
QBU	迎新
QBV	妴
QBW	鴛
QBX	皺紋
QBY	鈒
QCB	色
QCC	錣
QCD	猶豫不決
QCE	銿
QCF	色達
QCG	色素
QCI	勾
QCK	鈶
QCL	䥁
QCN	鈀
QCO	鎷
QCQ	鈗
QCR	勾搭
QCT	鉾
QCV	勾畫
QCW	鋑
QCX	勾引
QCY	釵
QDA	危難
QDB	危
QDC	鈸
QDD	然而
QDE	銪
QDF	錛
QDG	鈷
QDH	鍥
QDI	銇
QDJ	匎
QDM	鈽
QDN	鋮
QDP	危害
QDQ	鋴
QDR	厃
QDS	錡
QDT	矦
QDU	鐐
QDW	詹
QDX	銭
QDY	然
QEA	角落
QEB	鋢
QED	触礁
QEE	錋
QEF	臽
QEG	鈅
QEH	角
QEI	解渴
QEK	鉫
QEL	解圍
QEM	解體
QEN	解恨
QEO	燄
QEP	鑀
QEQ	欿
QER	鎐
QES	解析
QET	釛
QEU	解剖
QEV	鋖
QEW	鵮
QEY	解放
QFA	鐼
QFB	鑽井隊
QFC	鈘
QFD	勻
QFE	鐵力
QFF	鐃
QFG	釷
QFH	針
QFI	銢
QFK	鐵
QFL	鐳
QFM	鐵嶺
QFN	鑄
QFO	針對
QFP	鋍
QFQ	鈨
QFR	包干制
QFS	鎮賚
QFT	鍺
QFU	鐽
QFW	鈇
QFX	針織
QFY	針劑
QGA	鈃
QGB	鈍
QGC	鳋
QGD	銒
QGE	鋪
QGF	鲼
QGG	鲆
QGH	鈣
QGI	銶
QGJ	錬
QGK	匐
QGL	鍊
QGM	鈵
QGN	鉞
QGO	鳙
QGP	象形字
QGQ	
QGR	鲌
QGS	鲄
QGT	鲊
QGU	匉
QGV	鋞
QGW	鑈
QGX	銕
QGY	鳊
QHA	鑪
QHB	鑡
QHC	鈹
QHD	䀏
QHE	錹
QHF	外地
QHG	鉬
QHH	鑺
QHI	外流
QHJ	亇
QHK	鉆
QHL	鏀
QHM	鍞
QHN	鈻
QHO	外廠
QHP	迯
QHQ	鋧
QHR	外援
QHS	外相
QHT	外科
QHU	外部
QHW	外人
QHX	外經
QHY	外
QIA	逃荒
QIB	解決了
QID	頫
QIE	銷
QIF	鼗
QIG	銧
QIH	覙
QII	兆
QIJ	鐋
QIK	逃跑
QIM	鎖
QIN	逃避
QIP	逃
QIQ	逃犯
QIR	鎃
QIS	鈔票
QIT	鈔
QIU	淾
QIV	解決好
QIW	鴵
QIY	釥
QJA	鑤
QJB	郇
QJD	錫礦
QJE	貿易爭端
QJF	銲
QJG	鈤
QJH	釗
QJI	鎤
QJJ	亀
QJK	﹙
QJL	鏝
QJM	鍝
QJN	鎉
QJP	迿
QJQ	錫
QJR	貿易投資
QJS	錁
QJT	鍟
QJU	貿易關係
QJW	貿易公司
QJX	錕
QJY	鉵
QKA	名著
QKB	邭
QKC	免驗
QKD	句
QKE	象
QKF	名
QKG	釦
QKH	釧
QKI	名酒
QKK	鋁
QKM	铞
QKN	免收
QKO	㗮
QKP	名字
QKQ	免
QKR	斪
QKS	象棋
QKT	敂
QKU	免疫
QKV	名畫
QKW	鴝
QKX	劖
QKY	名言
QLA	包羅萬象
QLC	䥯
QLD	甸
QLF	鐸
QLG	鈿
QLH	鉀
QLI	犯罪活動
QLK	䤧
QLL	鑘
QLN	鍶
QLP	鏈
QLQ	鐲
QLR	鏩
QLT	犯罪行為
QLV	鏤
QLW	鎅
QLX	鑼
QLY	犯罪率
QMA	錪
QMB	銅陵
QMD	鉠
QME	鏰
QMF	觴
QMG	鈾
QMI	鋼梁
QMJ	鍘
QMK	銅川
QML	鋼軌
QMM	銏
QMN	鍋
QMO	鍋爐
QMQ	鋼鐵
QMR	負擔
QMS	鋼材
QMT	鎽
QMU	負
QMV	鋼刀
QMW	鈉
QMX	負約
QMY	鋇
QNA	馓
QNB	饣
QNC	馂
QND	鋸
QNE	狠心腸
QNF	馌
QNG	䦀
QNH	鈕
QNI	钃
QNJ	馃
QNK	鍏
QNL	包圍
QNM	馉
QNN	釓
QNO	炰
QNP	包袱
QNQ	包金
QNR	钖
QNS	馇
QNT	鉍
QNU	勾心斗角
QNV	包
QNW	鈌
QNX	鈮
QNY	鈊
QOA	鍍
QOB	鯫
QOC	鮐
QOD	魷
QOE	鰩
QOF	鱈
QOG	鱷
QOH	鱸
QOI	匊
QOJ	魯
QOK	鰐
QOL	鰓
QOM	鯛
QON	鑣
QOO	鱗
QOP	鯇
QOQ	鮑
QOR	鰉
QOS	鰾
QOT	穌
QOU	炙
QOV	鯽
QOW	鮒
QOX	魮
QOY	鈥
QPA	鑧
QPB	鑽空子
QPD	鋐
QPE	䥱
QPF	鋎
QPG	錠
QPH	錧
QPL	鍕
QPN	鑏
QPO	䤹
QPP	危害社會
QPQ	鈂
QPR	金字招牌
QPS	危害极大
QPT	逃之夭夭
QPV	銨
QPW	鎔
QPX	鉈
QPY	鎺
QQA	銽
QQB	卶
QQC	銫
QQD	多大
QQE	錎
QQF	夡
QQG	鍂
QQH	多占
QQI	匇
QQJ	銁
QQK	銘
QQL	多思
QQM	金山
QQN	鉋
QQO	鑥
QQP	迻
QQQ	金
QQR	锪
QQS	金杯
QQT	鉚
QQU	多
QQV	錚
QQW	欽
QQX	多疑
QQY	釣
QRA	狠抓落實
QRB	匈
QRC	鈑
QRD	忽而
QRE	勿
QRF	鍎
QRG	鉑
QRH	釿
QRI	匁
QRJ	刎
QRK	留后路
QRL	忽略
QRM	錦
QRN	忽
QRP	忽視
QRQ	锨
QRR	鑕
QRS	鎩
QRT	錍
QRU	忽聞
QRW	鉄
QRX	鑠
QRY	匆
QSA	多极世界
QSB	迎來了
QSD	危机感
QSF	鏢
QSG	鉢
QSH	釘
QSI	錫林浩特
QSJ	鐔
QSK	鈳
QSL	危机四伏
QSN	多樣性
QSO	錰
QSP	錦標賽
QSR	鑻
QSS	獨木橋
QSU	迎來送往
QSW	錸
QSY	鈢
QTA	獲
QTB	犯
QTC	狁
QTD	鋒
QTE	狙
QTF	鑽
QTG	狂
QTH	鎳
QTI	猀
QTJ	猖
QTK	鉻
QTL	獨
QTM	猾
QTN	勹
QTO	狄
QTP	獰
QTQ	狗
QTR	狐
QTS	猹
QTT	猁
QTU	猶
QTV	狠
QTW	猴
QTX	狒
QTY	狼
QUA	鉼
QUB	鎙
QUD	錈
QUE	鎆
QUF	鋅
QUG	鉝
QUI	獨立法人
QUJ	鐘
QUK	锫
QUL	鏳
QUM	鐘山
QUN	獨立性
QUO	鐠
QUP	多辦實事
QUQ	多姿多彩
QUS	鐏
QUT	鏟
QUU	鐵道部
QUV	鎌
QUW	鎰
QUX	銻
QUY	獨立於
QVA	鐞
QVB	急聘
QVC	匓
QVD	迎刃而解
QVE	銀
QVF	鏽
QVG	釹
QVH	急劇
QVI	録
QVJ	鏁
QVK	銣
QVL	錙
QVM	鎻
QVN	急
QVP	鋟
QVQ	銀色
QVR	急迫
QVS	銀根
QVT	煞
QVU	急症
QVV	勼
QVW	多媒体
QVY	釰
QWA	錄像帶
QWC	鈆
QWD	鍛
QWE	鉁
QWF	鉜
QWG	鑰
QWH	鎀
QWI	勽
QWJ	銷售量
QWK	銳
QWL	負債纍纍
QWM	欠帳
QWN	釠
QWO	鍛煉
QWP	欠安
QWQ	鋁合金
QWR	欠缺
QWS	銝
QWT	銋
QWU	欠
QWV	鈖
QWW	銼
QWX	鈋
QWY	釟
QXA	煞費苦心
QXB	錄取
QXE	錄用
QXF	鏆
QXG	錄
QXH	鈏
QXI	銯
QXJ	鐨
QXK	鏹
QXM	外引內聯
QXP	錯綜複雜
QXQ	鮮紅色
QXR	錄製
QXS	鋼結構
QXT	錄入
QXU	錄音
QXV	匂
QXW	錄像
QXX	鍇
QXY	鉧
QYA	留英
QYB	解放出來
QYC	銃
QYD	訇
QYE	銥
QYF	䚻
QYG	鉒
QYI	久
QYJ	留影
QYK	鑲
QYL	解放思想
QYM	鈰
QYN	鹱
QYO	灸
QYP	外交官
QYQ	久久
QYR	解放后
QYT	鈁
QYU	鎊
QYV	留
QYW	鉸
QYX	鉉
QYY	鈫
RAA	拭
RAB	皂
RAC	兵荒馬亂
RAD	撕
RAE	撒
RAF	拑
RAG	扛
RAH	攬
RAI	擓
RAJ	措
RAK	攤
RAL	描
RAM	搆
RAN	拒
RAO	摸底
RAP	描寫
RAQ	摕
RAR	手工操作
RAS	描述
RAT	搭乘
RAU	后勤部
RAV	打工妹
RAW	搭
RAX	拒絕
RAY	找
RBA	無限期
RBB	攝
RBC	掫
RBD	撱
RBG	挕
RBH	邤
RBI	拯
RBJ	凶暴
RBK	凶器
RBL	掹
RBM	拙
RBN	扡
RBQ	兇
RBR	提出的
RBS	挅
RBT	扔
RBU	提出意見
RBW	攝像
RBY	扱
RCA	反攻
RCB	瓜子
RCC	掇
RCD	撪
RCE	捅
RCF	反霸
RCG	反正
RCH	反目
RCI	反
RCJ	掻
RCK	抬
RCL	返回
RCM	瓜農
RCN	把
RCO	反應
RCP	返
RCQ	抁
RCR	把握
RCS	返校
RCT	挨
RCU	㿝
RCW	捘
RCX	反比
RCY	瓜
RDA	拓荒
RDB	扼
RDC	拔
RDD	希奇
RDE	擾
RDF	振
RDG	拓
RDH	抔
RDI	揼
RDJ	掩
RDK	制成品
RDL	持有異議
RDM	希
RDN	拋
RDO	拻
RDP	白大褂
RDQ	挎包
RDR	摤
RDS	掎
RDT	挷
RDU	撩
RDV	技壓群芳
RDW	捧
RDX	拋磚引玉
RDY	扙
REA	揑
REB	捊
REC	授予
RED	捧腹大笑
REE	拹
REF	捋
REG	援
REH	覛
REI	披肝瀝膽
REK	拁
REL	皭
REN	授獎
REO	授粉
REP	授
REQ	掜
RER	攪
RES	採
RET	劤
REU	授意
REV	掙
REW	搜集
REX	援引
REY	授課
RFA	技巧
RFB	揭示了
RFC	技
