aaaa	工
aqqu	茤
aqqy	䔙
aqrb	警报
aqre	匢
aqrj	匫
aqrm	萄
aqrn	葱
aqrq	著名的
aqrr	芴
aqry	茐
aqsg	匹配
aqsi	世外桃源
aqsj	警棍
aqta	黄金季节
aqtb	茆
aqtf	警告
aqtg	敬重
aqtj	获得
aqtk	警钟长鸣
aqtl	警备
aqto	荻
aqtp	功名利禄
aqtr	䓄
aqts	节外生枝
aqty	获
aquj	敬意
aquk	营销部
aquq	获奖
aqut	营销决策
aquw	获准
aqvs	黄色录相
aqwb	藏独分子
aqwe	蕵
aqwf	基金会
aqwo	鴄
aqwq	敬仰
aqws	黄金价格
aqwt	黄色人种
aqwu	芡
aqww	敬佩
aqxv	葱绿
aqxw	工贸结合
aqxx	基金组织
aqyf	黄金市场
aqyg	茑
aqyi	匛
aqyj	藰
aqyl	蒥
aqyu	芍
aqyy	警方
arae	芹菜
araj	区划
arar	区区
arbt	葼
arcb	葩
arcg	萚
arcy	苽
arde	落后面貌
ardh	莃
ardj	䔤
ardy	菝
areg	区县
areo	蘤
arfa	区域
arfq	欧元
arfw	荴
argf	茊
argh	蓵
argk	茩
argo	欧亚
argw	甘拜下风
argy	瓯
arht	䕫
arhw	㔸
aris	薬
arit	瓯海
ariu	茱
ariy	欧洲
arje	欧盟
arjh	䔶
arjj	苅
arjn	䔾
arkb	䔱
arke	区别
arle	荡气回肠
arlf	蘀
armf	菗
armg	䔘
armw	区内
arnb	芞
arnt	区属
arny	匠心
arpa	世乒赛
arpu	菦
arqg	鸥
arqn	菢
arqq	蔸
arqw	欧
arqy	菂
arrf	幕后指挥者
arrj	䓆
arrq	落后的
arrr	藠
arrs	殴打
arru	䒝
arrx	幕后操纵
arsc	蔱
arsg	䔌
arsj	䓭
arsr	东拉西扯
arsu	东拼西凑
arta	区长
artd	葀
artf	萆
artv	区委
arty	节制生育
aruf	菈
arug	欧美
aruj	区间
aruu	落后状况
arvc	蒑
arvk	萔
arvt	苛捐杂税
arwb	共担风险
arwc	殴
arwe	七手八脚
arwk	医护人员
arwo	鴎
arwr	七折八扣
arwu	七拼八凑
arwv	区分
arwy	蓷
aryt	薂
asab	艺术节
asae	基本功
asak	藲
asar	莺歌燕舞
asau	基本工资
asbc	基本职能
asca	黄梅戏
asch	基本观点
ascr	基本矛盾
asdg	基本原理
asdi	艺术感染
asdj	艺术大师
asdm	基本原则
asdw	莫可奈何
asej	基本力量
asfc	䓩
asff	荰
asfi	蔈
asfl	艺术境界
asft	基本规律
asfy	基本教育
asga	艺术形式
asgd	基本形成
asge	䖆
asgf	苯
asgi	艺术表演
asgn	蓜
asgo	蘸
asgp	基本事实
asgq	艺术形象
asgy	基本理论
ashf	葙
ashg	基本上
ashk	基本点
asie	䔠
asif	基本法
asig	艺术水平
asii	艺术流派
asiu	花样滑冰
asiy	基本常识
asjf	蕈
askf	苛
askk	艺术品
askx	基本路线
aslf	艺术团
asls	基本思想
aslt	基本国策
asmp	基本内容
asns	苍松翠柏
asnt	艺术性
asnu	基本情况
asop	基本精神
aspd	基本完成
aspg	艺术家
aspq	萙
aspx	荷枪实弹
asqu	基本解决
asre	䖇
asrj	菥
asrn	花枝招展
asro	基本制度
asrq	基本的
assg	基本要求
asst	基本权利
assu	菻
asth	基本特点
astq	花样繁多
astt	基本特征
astu	花样翻新
astw	基本条件
astx	䔦
asty	基本知识
asuj	基本问题
asvf	葽
asvu	基本建设投资
asvy	基本建设
aswc	菘
aswj	䕆
aswk	艺术作品
aswo	藮
asws	艺术风格
aswt	基本任务
aswu	艺术修养
asww	艺术创作
aswy	基本保证
asxc	基本经验
asxg	基本结束
asxr	草木皆兵
asxw	基本纲领
asxy	基本结论
asya	基本方式
asye	艺术享受
asyi	艺术交流
asyl	基本方略
asyn	苛刻
asyp	蒁
asyq	基本方针
asyt	东西方关系
asyy	东西方
atab	鞭长莫及
ataf	医务工作者
atag	蓬莱
atah	工程项目
atar	警备区
atat	黄牌警告
atax	医药
atay	苌
atbb	菜篮子
atbn	获得了
atbp	医院
atbr	莠
atbw	工程队
atcf	获得通过
atda	获得成功
atdc	殹
atdd	医大
atde	㬾
atdf	㙠
atdg	鹥
atdh	攻破
atdi	医
atdj	荞
atdk	㗨
atdl	某种原因
atdm	贀
atdn	翳
atdo	鷖
atdp	蓬
atdq	攻克
atdu	芺
atdv	嫛
atdw	毉
atdy	瑿
atec	蒰
atef	䕝
ateg	蒩
ateh	医用
atfg	菙
atfh	翘起
atfj	芊
atfn	芼
atfo	工程进度
atfp	莛
atft	获得者
atfx	䓙
atfy	欺行霸市
atgb	攻击
atge	蘍
atgf	董
atgh	攻下
atgj	䒜
atgk	董事
atgn	翘
atgo	薰
atgq	尧
atgs	荇
atha	获利颇巨
athf	苲
athh	蓰
athj	䕗
athk	攻占
athn	蒠
athp	莚
athq	鸦片战争
athr	某种目的
atic	医治
atie	蕱
atim	落入法网
atip	医学
atis	葕
atjc	攻坚
atjf	萫
atjg	工程师
atjj	莉
atjn	藒
atjs	䔧
atkd	㦴
atkf	茖
atkg	划等号
atkm	勤务员
atkn	医嘱
atky	莵
atlb	劳务输出
atlf	颐和园
atlg	共和国
atlx	蓖
atmd	薁
atmt	薇
atnb	䒗
atnn	医书
atnu	鞠躬尽瘁
atol	蕃
atou	萩
atpf	攻守
atpg	医务室
atpr	菲律宾
atpu	䒦
atqi	藜
atqn	蘒
atqo	蘓
atqq	薄利多销
atqs	蘅
atqt	菞
atrb	蓹
atrf	薭
atrg	工程兵
atri	蘌
atrj	工程质量
atrk	工程技术人员
atrs	攻打
atru	营私舞弊
atrv	攻势
atry	莪
atsg	戒备森严
atsy	医术
atte	医务
attf	医德
attg	医生
atth	工程处
atto	某种程度
attt	蕧
attu	切身利益
attw	警告处分
attx	蘒
atty	攻入
atub	医疗
atud	攻关
atuf	苸
atug	期待着
atuk	工程部
atuo	工程塑料
atut	翘首
atuu	苳
atuy	某种意义
atvc	蘶
atve	䓳
atvf	萎
atvg	葎
atvy	工程建设
atwc	䓈
atwk	医务人员
atwm	蘈
atwn	工程公司
atwo	䕴
atws	蒣
atwu	苦行僧
atww	切身体会
atwy	䕌
atxd	切身经历
atxi	蘩
atxj	劳务费
atxp	萎缩
atxu	莓
atya	藊
atyf	攻读
atyy	功利主义
auab	菩萨
auah	攻关项目
auai	获益匪浅
auaj	荓
aube	蒴
aubt	医疗卫生
aubw	医疗队
aucr	革新能手
aucy	劳资双方
audb	菤
audi	东北三省
audo	卧病在床
audt	茁壮成长
audu	邪门歪道
audw	蕲春
audy	营养不良
auec	藙
auef	蕑
aueg	花前月下
auej	葥
aufa	东北地区
aufd	蓬头垢面
auff	荘
aufj	莘
auft	获奖者
auga	蒫
augd	医疗事故
augo	蓔
augr	颐养天年
augv	葁
augy	䕏
auhg	工资卡
auig	工资水平
auii	薪水
auik	共产党员
auip	共产党
aujf	萻
aujm	㔶
aujn	薏
aujq	䔔
aukb	蔀
aukf	菩
aukk	营养品
aukq	莌
aulg	东道国
aulr	蕲
ault	蒙头转向
aumt	蔽
aumw	欧美同学会
aumx	虌
auna	工资改革
aunt	翘首以待
aunu	蕄
aupy	莫逆之交
auqe	东北角
auqf	蒋
auqh	巧立名目
auqk	蒟
auqm	薋
auqq	薪金
auqt	工资外收入
auqw	茨
aurc	藱
aurm	工资制
auro	工资制度
ausf	䔿
ausq	藽
ausr	薪
ausu	䔵
autd	蒺
autg	工资管理
autj	工资待遇
autt	虁
auuk	东北部
auup	工资总额
auvf	菨
auvo	蒹
auwb	医疗保险
auwf	荣毅仁
auwk	获奖作品
auwr	东北风
auwy	蔺
auxb	苝
auxk	工资级别
auxx	劳资纠纷
auye	䕞
auyf	共产主义战士
auyg	东道主
auyl	共产主义青年团
auys	共产主义理想
auyt	共产主义道德
auyy	共产主义
avaj	切莫
avay	若即若离
avbf	䒵
avbw	切除
avcb	莭
avco	巧妇难为无米之炊
avcq	蔇
avdf	菇
avdu	切磋
avdy	䓼
avec	䕅
aveg	萧县
aveu	茛
avfu	荨
avga	切开
avgj	茟
avie	切削
avij	萧
avit	甘肃省
aviu	菉
avkf	茹
avki	蕠
avkr	蒘
avlf	菑
avmm	萧山
avnn	切忌
avoj	䔥
avon	切断
avpd	切割
avph	菷
avpu	切实
avqr	切勿
avta	䒲
avtk	莙
avtm	切身
avto	蔒
avtr	芛
avts	萧条
avvf	䓸
avvv	茘
avwv	切分
avwx	董建华
avye	袃
avyh	䔼
avyj	共建文明
avyn	切记
avyu	芄
awaf	花蕾
awag	其人其事
awai	苍茫
awaj	花草
awau	茷
awaw	荷花
awax	勤俭节约
away	荟萃
awbb	苍
awbc	共聚
awbg	工作职责
awbh	䢼
awbr	芿
awbw	工作队
awbx	工人阶级
awca	苍劲
awce	工作能力
awcf	革命圣地
awcn	蓊
awct	葰
awcu	芟
awda	欺人太甚
awdc	葮
awde	共有
awdh	共存
awdk	革命历史
awdm	工作面
awdx	恐龙
awdy	茯
aweb	工作服
aweh	共用
awej	革命力量
awek	恭贺
aweo	勤俭办一切事业
awep	花边
awfa	花卉
awfc	荟
awfd	共需
awff	茌
awfi	蔡
awfj	共进
awfk	恭喜
awfm	苍南
awfs	工作需要
awft	工作者
awfu	苻
awfw	巬
awga	菕
awgd	葵
awge	蒨
awgf	荃
awgg	莶
awgj	剳
awgk	共事
awgo	革命事业
awgs	荼
awgt	蔹
awgu	䔲
awgw	匳
awgy	革命现实主义
awhe	蓚
awhf	革命战士
awhg	工作上
awhq	革命战争
awhs	蓧
awht	莜
awhw	茶具
awig	工作水平
awih	巫婆
awip	工人党
awir	工作汇报
awiu	苶
awix	工作小组
awiy	革命浪漫主义
awjg	工作量
awjj	芥
awjr	工人日报
awjt	莅临
awju	工作时间
awkc	䢽
awkd	㔯
awke	藵
awkf	茶叶
awkg	恐吓
awkh	茽
awkq	共鸣
awkr	革命史
awks	葆
awkt	工作顺利
awld	巩固
awlf	花园
awlg	花圃
awlh	花甲
awlj	輂
awlu	花圈
awmg	共同
awmj	苮
awmm	巫山
awmw	工作岗位
awna	恐慌
awnb	巷
awnd	恐怖
awnf	薛
awnh	共收
awno	糵
awnr	恐怕
awns	蘖
awnt	共性
awnu	恭
awnv	㔑
awny	苍翠
awoa	共度
awod	共庆
awop	革命精神
awoq	花炮
awos	花灯
awow	花粉
awoy	茶炉
awpb	切合实际
awpe	茶农
awpg	革命家
awpk	革命实践
awpw	苍穹
awpy	共祝
awqc	花色
awqf	花钱
awqi	花销
awqk	共勉
awqn	茶馆
awqr	茶余饭后
awqt	花儿
awqy	花鸟
awrd	共振
awrj	拲
awrm	工作制
awrn	工作热情
awro	工作制度
awrp	勤俭持家
awrr	苍白
awrt	工作报告
awrv	花招
awsc	著作权
awsd	茶杯
awsf	革命根据地
awsk	荷
awsr	工作机制
awss	花木
awsu	茶
awsw	世代相传
awta	其他各项
awtf	荏
awtg	花生
awth	工作重点
awti	革命生涯
awtj	花篮
awtk	共和
awtp	共管
awtv	䔀
awtw	工作委员会
awua	花瓶
awud	荷兰
awuf	莅
awuh	工作站
awuk	蓓
awul	工作部署
awuq	革命斗争
awut	巷道
awuw	工作单位
awux	工作总结
awvc	葠
awvg	共建
awvl	勤俭建国
awvo	䲨
awvr	芬
awvs	棻
awwb	共创
awwf	花会
awwg	花剑
awwh	恭候
awwi	巫
awwk	工作人员
awwn	䔢
awwo	鵐
awwp	革命领袖
awwq	觋
awwr	䕥
awws	花朵
awwt	工作任务
awwu	苁
awwv	花盆
awww	工作作风
awwx	革命化
awwy	工作会议
awxb	花
awxc	工作经验
awxe	工作组
awxg	工作结束
awxj	花费
awxt	世人皆知
awxw	恭维
awxx	工会组织
awxy	花纹
awya	工作方式
awyb	聓
awyc	苓
awyd	其他方面
awye	䓹
awyf	萑
awyg	工作证
awyh	跫
awyi	工作方法
awyj	蛩
awyk	共享
awyl	䡗
awym	花市
awyn	恐
awyo	蕉
awyp	工人文化宫
awyq	銎
awyr	巩义
awyt	䅃
awyu	共商
awyv	㔲
awyw	㔳
awyy	巩
axad	蕴藏
axaf	荭
axay	虇
axbf	葞
axci	节约能源
axcu	苰
axdg	药厂
axdm	䔛
axec	藧
axeh	药用
axei	节约用水
axej	节约用电
axeo	节约用粮
axer	苭
axeu	药膳
axev	䕑
axfc	苏维埃
axfm	蘏
axfu	荮
axga	薄弱环节
axge	蒃
axgf	节约开支
axgg	䕬
axgj	药理
axgn	莼
axgr	䕳
axgs	世纪末
axhj	䒡
axht	苐
axib	蕴涵
axii	药水
axit	䔋
axiu	䒺
axjc	蘰
axjj	茀
axjl	蕴
axkj	蔃
axkk	药品
axmw	蒳
axnb	䒛
axoh	药店
axow	节约粮食
axpy	世纪之交
axqc	蕝
axqy	药
axsf	药材
axsy	东张西望
axth	薿
axtm	蘔
axtp	蘕
axtq	药物
axtr	芗
axtu	蔠
axty	䔨
axuu	蒻
axwe	节约人力物力
axwv	蒶
axxb	芘
axxf	荜
axxi	蕬
axxj	药费
axxr	蒈
axyj	药剂
axyn	药房
axyy	药方
ayaf	芦苇
ayaj	芳草
ayay	花言巧语
aybu	工商联
aycq	茺
aydc	蔚为大观
aydp	A
aydr	荒原
aydw	䕛
aydx	荒诞不经
ayec	蘐
ayek	䕍
ayeu	䒾
ayfb	荒地
ayfd	藁城
ayfh	荒坡
ayfn	菜市场
aygj	莫衷一是
ayhu	苄
ayia	荒漠
ayic	荒滩
ayii	蓄水
ayij	敬请光临
ayip	a
ayjf	荒野
ayjj	荠
ayjn	蔼
ayjs	芒果
ayke	蓑
aykk	蒿
ayks	藁
aykt	藳
aykw	藃
aylf	工商界人士
aylg	䕊
aylj	共商国是
aylw	工商界
aymm	荒山
aymu	貣
ayna	匾
aynb	芒
aync	蔰
ayne	菺
aynk	荒
aynn	工商局
aynq	蓄谋已久
aynr	芦
aynw	荄
ayny	㼹
ayog	工商业
ayon	荒废
ayov	荒唐
aypt	匾额
aypw	芳容
ayqg	鸢
ayqt	工商银行
ayra	警方抓获
ayrc	蓠
ayrg	敬请批评指正
ayrk	工商执法人员
ayrn	工商所
ayrq	荒谬的
aysj	其主要原因是
aytb	葹
aytd	蔟
aytf	䔓
aytg	工商管理
ayth	蔙
aytj	芳香
aytk	蓄积
aytn	工商行政管理局
ayto	蒍
ayts	荒谬透顶
aytu	工商行政管理部门
aytv	芦笋
ayty	敬请垂询
ayud	蔐
ayug	虀
ayuh	蒂
ayui	敬请关注
ayuj	蓄意
ayuk	蔏
ayup	藡
ayuu	工商部门
ayuy	蒡
ayvb	蓈
ayve	莨
aywb	苀
aywc	蔎
aywe	蓘
aywf	萃
aywk	工商人员
aywn	工商分局
aywo	工商企业
aywq	巧言令色
aywr	茭
aywu	菸
aywv	匟
aywy	隿
ayxa	东方红
ayxf	䔞
ayxl	蓄
ayxr	䖂
ayxs	虊
ayxw	节衣缩食
ayxy	蕹
ayyn	荒谬
ayyt	荒诞
baau	职工工资
baaw	防范工作
baay	䧖
babw	职工队伍
badu	出其不意
badw	陿
bafw	陈规
bafy	职工教育
bago	职工再就业
bagq	陈列
bahj	陈旧
baiy	陈
bajv	隁
bakg	聝
bakk	䧢
bano	聚苯乙烯
bant	职工收入
baoo	取其精华去其糟粕
baow	陈腐
bapa	陕甘宁边区
bapd	限期完成
barh	陈年
baru	隔靴搔痒
bary	防范措施
basy	陈述
bati	孤芳自赏
bawg	职工代表
bawi	职工食堂
bawn	联营公司
bawo	联营企业
baww	职工代表大会
bawy	䧆
bayj	除草剂
bayn	陈词
bayw	陈设
bbad	孕期
bbbb	子
bbbf	孨
bbbi	子孙
bbbj	孴
bbbw	㱌
bbcy	陬
bbds	防卫厅
bbdw	孜孜不倦
bbgn	耿耿于怀
bbhj	耳聪目明
bbmh	聉
bbpk	子宫
bbpu	孤陋寡闻
bbqg	耶稣
bbri	孙子兵法
bbrw	子孙后代
bbta	子长
bbtg	孺子牛
bbux	子弟
bbvv	子女
bbwu	孩子们
bbww	随随便便
bbxu	子弹
bbxx	隐隐约约
bbya	防卫计划
bbyc	孕育
bbyw	子夜
bcag	陉
bcap	聂荣
bcbh	郰
bcbm	取出
bccm	颞
bccu	聂
bceh	取用
bcet	取胜
bcff	取款
bcfh	取走
bcfn	盈亏
bchq	聚餐
bcib	鄹
bcii	取消
bcij	㔌
bciu	聚
bcje	取暖
bcjw	联欢晚会
bcjy	取景
bckg	孡
bcla	戤
bclf	盈
bclk	取回
bcnd	聚居
bcnh	㜿
bcnu	取悦
bcou	焣
bcoy	䧞
bcqk	取名
bcqn	阭
bcqy	陈巴尔虎旗
bcsf	取材
bcsu	取样
bctj	取得
bcut	聚首
bcuu	职能部门
bcvf	娶
bcwa	取代
bcwe	职能作用
bcwf	聚会
bcwg	聚合
bcwt	陖
bcww	聚众
bcwy	聚集
bcxc	取经
bcxy	取缔
bcyg	取证
bcyo	聚变
bdaa	隓
bdae	隋
bdai	堕落
bdam	嶞
bdan	隳
bdap	䢫
bdas	㯐
bday	䜐
bdbf	阳奉阴违
bdbw	随队
bdby	阴盛阳衰
bdcy	耾
bddg	随感
bddx	承袭
bdeb	防不胜防
bdef	堕
bdeg	陏
bdep	随
bdew	承办
bdfb	随地
bdfc	承运
bdfe	陙
bdfh	了不起
bdfl	承载
bdfn	陓
bdgf	聚在一起
bdgt	联成一片
bdgw	联成一体
bdgy	隇
bdhy	阫
bdii	承
bdiy	随大流
bdjf	随时
bdjg	陌
bdkk	随口
bdmd	陾
bdmg	随同
bdmj	聏
bdpl	随军
bdqn	承包
bdre	出奇制胜
bdrf	阳春白雪
bdrg	随后
bdrj	承担
bdrt	随手
bdru	承接
bdsh	随想
bdsk	陭
bdsw	随机
bdte	承租
bdtf	承德
bdtg	陌生
bdth	随处
bdtj	了不得
bdtk	随和
bdtm	随身
bdtq	障碍物
bdtt	随笔
bdub	卫戍部队
bdug	随着
bduj	随意
bdvc	随即
bdvg	承建
bdwg	随便
bdwp	取而代之
bdwq	也不例外
bdwr	随风
bdws	出厂价格
bdww	聗
bdxy	陇
bdya	承诺
bdyi	出面交涉
bdyt	随州
bdyw	承认
bdyy	随访
bead	孤胆英雄
beas	檃
bebg	阻隔
bece	承受能力
bede	阴历
bedj	阻碍
bedv	出力不讨好
beeg	䧟
been	阻力
befc	阴云
befg	阴雨
begd	阴天
begg	阻
behc	䏂
behh	阻止
beip	阴沉
beju	阴暗
bejy	阴影
bepa	阻塞
beqn	聣
bera	阻挠
beri	阻挡
berm	聘用制
berq	聘用的
beru	孟加拉
besb	阴极
bess	阴森
beto	䧦
betw	附加条件
beug	承受着
beuj	阴间
beut	阴道
beuw	阴冷
beuy	阴凉
bevg	䧌
bevn	隠
beww	承办人
bexj	附加费
beya	阴谋
bfaj	陵墓
bfam	隫
bfbn	陈规陋习
bfbt	随声附和
bfcy	耺
bfdb	隔墙有耳
bfdj	孺
bfeg	陵县
bffh	陡坡
bffq	隢
bffw	孤零零
bfhy	陡
bfiy	际
bfjg	降雨量
bfjh	阱
bfkg	聐
bfkk	㝆
bflf	陵园
bfln	聴
bfmi	陡峭
bfnf	隯
bfqd	陡然
bfqf	％
bfqn	阮
bftj	陼
bfvf	出卖灵魂
bfwt	陵
bfww	承运人
bfyt	出土文物
bgal	职责范围
bgbh	陆
bgbn	出现了
bgbw	卫队
bgdh	防毒面具
bgdx	耳聋
bgea	隔膜
bgeg	聙
bgen	险恶用心
bgep	耳边
bgey	陠
bgfb	陆地
bgfd	出于无奈
bgff	隔墙
bgfg	卫士
bgfh	═
bgga	隔开
bghg	耳
bghh	耳目
bgig	卫辉
bgjf	䧠
bgjj	螴
bgjn	䧥
bgjq	卫冕
bgjt	卫星
bgkg	䎸
bgkh	隔
bgkj	䏀
bglg	卫国
bgma	降下帷幕
bgmj	䏆
bgmm	隔山
bgmn	陋
bgmw	陃
bgnk	隔壁
bgnu	陋习
bgon	隔断
bgpg	陈列室
bgpl	陆军
bgpy	卫视
bgqn	阢
bgqt	隞
bgrg	卫兵
bgru	隐恶扬善
bgrv	隔热
bgsg	陕西
bgsr	隔板
bgst	陆桥
bgsu	㭆
bgsw	耳机
bgtg	卫生
bgtn	除恶务尽
bgub	耳闻
bgud	陕
bguj	隔音
bguu	陈至立
bgux	陕北
bguy	隔阂
bgwg	陷于停顿
bgwn	陷于僵局
bgwr	隬
bgws	耳朵
bgxf	陆续
bgxq	隔绝
bgxw	䧅
bgyr	隔离
bgyx	队列训练
bhaa	隵
bhaw	䖎
bhbh	芔
bhcw	陈旧观念
bhcy	陂
bhdd	陫
bhdf	耻辱
bhdq	除此而外
bhdu	除旧布新
bhgd	㞢
bhgf	㞷
bhgj	蚩
bhgu	耳目一新
bhgv	妛
bhhg	骘
bhht	陟
bhkg	阽
bhnn	鼐
bhnq	除此以外
bhpq	除此之外
bhqd	子虚乌有
bhqn	䧋
bhwv	㞣
bhyg	承上启下
bibb	孙子
bibk	函
bibm	顄
bick	孤掌难鸣
bidd	函大
bide	也没有
bidf	聚沙成塔
bidw	出清存货
bieg	陗
bifj	防波堤
bifp	函索
bigb	卺
bige	脀
bigf	丞
bigi	随波逐流
bigo	烝
bigr	孤注一掷
bihi	耳濡目染
bijg	降水量
biji	隙
bijv	阳光明媚
bikk	除尘器
bimj	㞼
bipf	隚
bipi	逊
bipp	陆海空三军
bipw	陆海空
biqc	逊色
bire	函授
bito	隲
bivv	孙女
biwt	函件
bjap	防暴警察
bjbd	,
bjbf	随时随地
bjbi	防暑降温
bjcf	聪明能干
bjck	阳台
bjcw	卫星通信
bjde	阳历
bjdp	随遇而安
bjdr	也是不可能的
bjdw	阳春
bjfd	阳城
bjfg	陧
bjft	聪明才智
bjfu	卫星地面站
bjhh	䎶
bjia	阳江
bjig	阳光
bjkh	(
bjmy	隅
bjnt	阳性
bjpy	除暴安良
bjqa	阴暗角落
bjri	阳泉
bjuc	及时总结经验
bjus	阳新
bjvh	也是如此
bjww	聪明人
bjwy	阳信
bjxo	隰
bjyb	也是为了
bjyg	及时调整
bjyk	阳高
bkaa	职工
bkai	陨落
bkbg	随叫随到
bkcb	凾
bkce	职能
bkcg	亟
bkco	焏
bkdb	随口而出
bkdg	陨石
bkdu	出口成章
bkeg	䧎
bkgm	职责
bkgq	防患于未然
bkhh	䦿
bkhm	聩
bkjg	出口量
bkjt	陨星
bkkm	职员
bklg	出口国
bklq	出口转内销
bkmm	孙中山
bkmt	孙中山先生
bkmy	陨
bkog	职业
bkpf	职守
bkpt	出口额
bkqj	出口贸易
bksc	职权
bkte	职务
bktf	亟待
bktq	职称
bkuk	出口产品
bkwi	出口创汇
bkwu	职位
bkwy	职
bkyh	耳听为虚
bkyk	出口商品
bkyu	出口商
blap	阵营
blbb	孟子
blef	阵脚
blet	勐
blfb	阵地
blff	塦
blfg	阵雨
blfp	出国考察
blge	隈
blit	出国深造
blpw	阵容
blrv	阵势
bluc	阵痛
blwr	阵风
blxf	阵线
blyn	阵亡
blyu	出国访问
bmaa	出工
bmak	出勤
bmal	出苗
bman	出世
bmbh	䢺
bmbp	出院
bmcg	出马
bmck	出台
bmco	隔岸观火
bmdg	出厂
bmdm	出面
bmds	出奇
bmeh	聘用
bmen	出力
bmet	㔘
bmfc	出去
bmff	出土
bmfg	聃
bmfh	出走
bmfi	祟
bmfk	䎻
bmfn	出场
bmfo	䳳
bmfu	出境
bmfw	㱁
bmgb	出击
bmgf	出于
bmgk	出事
bmgm	出现
bmgn	聘
bmgo	出来
bmgu	隑
bmhk	出战
bmhw	䖓
bmif	出汗
bmim	出油
bmit	出海
bmiw	出没
bmiy	出游
bmjg	出师
bmkh	出路
bmkk	出口
bmlg	出国
bmmm	出山
bmmv	孾
bmnn	出书
bmnt	出发
bmoa	出席
bmot	出庭
bmou	粜
bmpg	出家
bmpy	出神
bmqa	出错
bmqc	出色
bmqh	出外
bmqi	出逃
bmqk	出名
bmqt	出狱
bmqw	欪
bmrg	出兵
bmrn	出气
bmrt	出手
bmtd	出笼
bmte	出租
bmtg	出生
bmth	出版
bmtl	出血
bmtm	出身
bmtu	出乎
bmty	出入
bmud	出头
bmug	出差
bmuq	出资
bmut	出产
bmuy	出门
bmvp	出嫁
bmwa	出借
bmwg	出使
bmwk	陪同人员
bmwn	䧙
bmwt	出任
bmww	出众
bmwy	出售
bmxf	出线
bmxm	出纳
bmyg	聘请
bmyh	出让
bmyj	出齐
bmyt	聘为
bmyw	出诊
bmyy	出访
bnbb	孔子
bnbi	孔隙
bnbq	联展联销
bnbt	䧩
bnfc	了却
bnfh	阠
bngc	乃至
bngk	了事
bnhg	孑
bnhk	出发点
bnhn	也
bnim	孔洞
bniw	孔雀
bnjg	也是
bnkf	隦
bnlf	也罢
bnnn	了局
bnom	孔庙
bnon	了断
bnor	聚乙烯
bnow	孔府
bnqe	了解
bnrw	随心所欲
bnsv	也要
bntg	也行
bntj	了得
bntn	聊以自慰
bntt	䎵
bnuy	也门
bnvb	也好
bnwn	出以公心
bnwy	䦼
bnxf	了结
bnyn	了望
bnyt	也许
boaw	职业工会
bobn	出席了
bobw	出席了大会
boby	出席了会议
bodv	䧪
bodw	出席大会
boff	防火墙
bofy	职业教育
boga	出席开幕式
bogi	䧨
bogw	䧤
bois	职业学校
boln	职业辅导
boou	㷦
boow	出席座谈会
bopr	出席宴会的
boqh	隣
bora	出类拔萃
bory	职业技术教育
boug	职业病
bout	职业道德
bouy	出席并讲话
bovh	䧡
bovk	䧜
bowp	聚精会神
bowx	职业介绍
bowy	出席会议
boye	褧
boyj	防腐剂
bpai	院落
bpbb	院子
bpbj	辽阳
bpdg	随之而来
bpdn	取之不尽
bpdu	取之不尽用之不竭
bpfg	院士
bpfi	孮
bpfq	院
bpfw	孤寡老人
bpgf	取之于
bpgh	聢
bpgm	䧬
bpid	辽源
bpif	阿富汗
bpim	防空洞
bpis	辽河
bpit	辽宁省
bpjl	陀螺
bpjw	䏃
bpkm	陪审员
bpps	辽宁
bppw	孤家寡人
bpqn	耽
bprn	院所
bpro	陪审制度
bpru	耽搁
bprx	阿塞拜疆
bpsg	辽西
bpsh	聍
bpsy	院校
bpta	院长
bptw	出神入化
bpuf	䏁
bpui	辽阔
bpwa	聜
bpwf	䏄
bpwi	聺
bpwv	聚宝盆
bpxn	陀
bpyk	耽误
bpyy	院方
bqaa	隐匿
bqad	隐藏
bqaj	䎽
bqat	承包工程
bqau	隐蔽
bqay	阺
bqbf	陷阱
bqbg	阿尔及利亚
bqbn	了解了
bqcg	阿尔巴尼亚
bqdb	陒
bqdy	聸
bqeg	陷
bqfd	聊城
bqft	承包者
bqga	隐形
bqgc	了解到
bqgd	聊天
bqgf	陷于
bqgr	承包责任制
bqgt	险象环生
bqha	隐瞒
bqhj	陥
bqiy	聎
bqkg	䧁
bqkk	隐患
bqkq	㝃
bqky	䧯
bqnd	隐忧
bqnn	孢
bqnu	了解情况
bqoi	䧰
bqoy	陱
bqpd	出色完成
bqpy	除夕之夜
bqqu	㚉
bqqy	陊
bqrm	陶
bqrn	聦
bqrq	出尔反尔
bqsg	陶醉
bqtb	聊
bqtc	隐私
bqtn	隐秘
bqty	陷入
bquc	陶冶
bquq	陶瓷
bqvn	隐
bqww	承包人
bqwy	隐含
bqxa	承包经营
bqxj	承包费
bqxq	隐约
bqxr	承包经营责任制
bqyt	出外谋生
bqyu	承包商
brcy	孤
brdi	函授大学
brdw	出手不凡
brfa	附近地区
brfm	陈年老帐
brft	孤老
brfy	函授教育
brgg	隍
brgw	承担责任
brib	函授学院
bris	函授学校
briy	陎
brmj	䎺
brnt	限制性
brph	孤寂
brpl	孤军
brqc	隗
brqt	孤儿
brqy	孤岛
brrh	㝂
brrq	附近的
brsg	聚氨酯
brss	防护林
brtf	陴
brul	孤单
bruu	孤立
brwn	孤僻
brwp	阿拉伯数字
